------------------------------------------------------------------------------------------
--- Kernel logs (dmesg) ---
<3>[14078.617774] DL data not available
<3>[14078.637770] DL data not available
<3>[14078.657773] DL data not available
<3>[14078.677770] DL data not available
<3>[14078.697786] DL data not available
<3>[14078.717775] DL data not available
<3>[14078.737776] DL data not available
<3>[14078.757771] DL data not available
<3>[14078.777776] DL data not available
<3>[14078.797784] DL data not available
<3>[14078.817788] DL data not available
<3>[14078.837782] DL data not available
<3>[14078.857776] DL data not available
<3>[14078.877772] DL data not available
<3>[14078.897781] DL data not available
<3>[14078.917773] DL data not available
<3>[14078.937772] DL data not available
<3>[14078.957774] DL data not available
<3>[14078.977775] DL data not available
<3>[14078.997771] DL data not available
<3>[14079.017772] DL data not available
<3>[14079.037773] DL data not available
<3>[14079.057773] DL data not available
<3>[14079.077772] DL data not available
<3>[14079.097786] DL data not available
<3>[14079.117767] DL data not available
<3>[14079.137780] DL data not available
<3>[14079.157776] DL data not available
<3>[14079.177794] DL data not available
<3>[14079.197809] DL data not available
<3>[14079.217774] DL data not available
<3>[14079.237773] DL data not available
<3>[14079.257772] DL data not available
<3>[14079.277777] DL data not available
<3>[14079.297776] DL data not available
<3>[14079.317767] DL data not available
<3>[14079.337772] DL data not available
<3>[14079.357770] DL data not available
<3>[14079.377767] DL data not available
<3>[14079.397777] DL data not available
<3>[14079.417768] DL data not available
<3>[14079.437764] DL data not available
<3>[14079.457773] DL data not available
<3>[14079.477788] DL data not available
<3>[14079.497783] DL data not available
<3>[14079.517773] DL data not available
<3>[14079.537792] DL data not available
<3>[14079.557908] DL data not available
<3>[14079.577947] DL data not available
<3>[14079.597884] DL data not available
<3>[14079.617943] DL data not available
<3>[14079.637890] DL data not available
<3>[14079.657895] DL data not available
<3>[14079.677884] DL data not available
<3>[14079.697893] DL data not available
<3>[14079.717902] DL data not available
<3>[14079.737900] DL data not available
<3>[14079.757911] DL data not available
<3>[14079.836772] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14079.891189] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14079.900918] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14079.924043] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14079.938920] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14079.939080] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14080.000654] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14080.051459] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14080.065230] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14080.085502] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14080.103444] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14080.103506] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14080.234662] DL data not available
<3>[14080.234834] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14080.234943] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14080.254572] DL data not available
<3>[14080.274555] DL data not available
<3>[14080.294701] DL data not available
<3>[14080.314562] DL data not available
<3>[14080.334586] DL data not available
<3>[14080.354566] DL data not available
<3>[14080.374528] DL data not available
<3>[14080.394610] DL data not available
<3>[14080.414548] DL data not available
<3>[14080.434591] DL data not available
<3>[14080.454568] DL data not available
<3>[14080.474575] DL data not available
<3>[14080.494566] DL data not available
<3>[14080.603145] DL data not available
<3>[14080.623150] DL data not available
<3>[14080.643146] DL data not available
<3>[14080.663180] DL data not available
<3>[14080.664301] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14080.683152] DL data not available
<3>[14080.703142] DL data not available
<3>[14080.710941] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14080.723164] DL data not available
<3>[14080.743265] DL data not available
<3>[14080.763263] DL data not available
<3>[14081.567671] DL data not available
<3>[14081.574151] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14081.574183] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14081.587706] DL data not available
<3>[14081.607706] DL data not available
<3>[14081.627613] DL data not available
<3>[14081.647755] DL data not available
<3>[14081.667634] DL data not available
<3>[14081.687710] DL data not available
<3>[14081.707713] DL data not available
<3>[14081.727633] DL data not available
<3>[14081.747622] DL data not available
<3>[14081.767604] DL data not available
<3>[14081.787588] DL data not available
<3>[14081.807595] DL data not available
<3>[14081.827703] DL data not available
<3>[14081.847780] DL data not available
<3>[14081.867780] DL data not available
<3>[14081.887705] DL data not available
<3>[14081.907768] DL data not available
<3>[14081.927699] DL data not available
<3>[14081.947723] DL data not available
<3>[14081.967685] DL data not available
<3>[14081.987766] DL data not available
<3>[14082.007720] DL data not available
<3>[14082.027694] DL data not available
<3>[14082.047669] DL data not available
<3>[14082.067696] DL data not available
<3>[14082.087689] DL data not available
<3>[14082.107711] DL data not available
<3>[14082.127802] DL data not available
<3>[14082.147700] DL data not available
<3>[14082.167632] DL data not available
<3>[14082.187740] DL data not available
<3>[14082.207591] DL data not available
<3>[14082.227580] DL data not available
<3>[14082.247574] DL data not available
<3>[14082.267592] DL data not available
<3>[14082.287577] DL data not available
<3>[14082.307581] DL data not available
<3>[14082.327577] DL data not available
<3>[14082.347578] DL data not available
<3>[14082.367584] DL data not available
<3>[14082.387587] DL data not available
<3>[14082.407588] DL data not available
<3>[14082.427581] DL data not available
<3>[14082.447579] DL data not available
<3>[14082.467590] DL data not available
<3>[14082.487586] DL data not available
<3>[14082.507589] DL data not available
<3>[14082.527583] DL data not available
<3>[14082.547575] DL data not available
<3>[14082.567576] DL data not available
<3>[14082.587580] DL data not available
<3>[14082.607587] DL data not available
<3>[14082.627583] DL data not available
<3>[14082.647577] DL data not available
<3>[14082.667594] DL data not available
<3>[14082.687578] DL data not available
<3>[14082.707586] DL data not available
<3>[14082.727585] DL data not available
<3>[14082.747582] DL data not available
<3>[14082.767586] DL data not available
<3>[14082.787582] DL data not available
<3>[14082.807582] DL data not available
<3>[14082.827587] DL data not available
<3>[14082.847583] DL data not available
<3>[14082.867579] DL data not available
<3>[14082.887605] DL data not available
<3>[14082.900974] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14082.907582] DL data not available
<3>[14082.927584] DL data not available
<3>[14082.947583] DL data not available
<3>[14082.967578] DL data not available
<3>[14082.987578] DL data not available
<3>[14083.007574] DL data not available
<3>[14083.027583] DL data not available
<3>[14083.047579] DL data not available
<3>[14083.067585] DL data not available
<3>[14083.087577] DL data not available
<3>[14083.107579] DL data not available
<3>[14083.127592] DL data not available
<3>[14083.147576] DL data not available
<3>[14083.167581] DL data not available
<3>[14083.187582] DL data not available
<3>[14083.207577] DL data not available
<3>[14083.227590] DL data not available
<3>[14083.247575] DL data not available
<3>[14083.267583] DL data not available
<3>[14083.287579] DL data not available
<3>[14083.307576] DL data not available
<3>[14083.327606] DL data not available
<3>[14083.347576] DL data not available
<3>[14083.367583] DL data not available
<3>[14083.387591] DL data not available
<3>[14083.407579] DL data not available
<3>[14083.427588] DL data not available
<3>[14083.447579] DL data not available
<3>[14083.467603] DL data not available
<3>[14083.487577] DL data not available
<3>[14083.507582] DL data not available
<3>[14083.527582] DL data not available
<3>[14083.547583] DL data not available
<3>[14083.567576] DL data not available
<3>[14083.587580] DL data not available
<3>[14083.607582] DL data not available
<3>[14083.627584] DL data not available
<3>[14083.647573] DL data not available
<3>[14083.667580] DL data not available
<3>[14083.687576] DL data not available
<3>[14083.707576] DL data not available
<3>[14083.727579] DL data not available
<3>[14083.747576] DL data not available
<3>[14083.767582] DL data not available
<3>[14083.787584] DL data not available
<3>[14083.807576] DL data not available
<3>[14083.827610] DL data not available
<3>[14083.847579] DL data not available
<3>[14083.867582] DL data not available
<3>[14083.887582] DL data not available
<3>[14083.907585] DL data not available
<3>[14083.927582] DL data not available
<3>[14083.947586] DL data not available
<3>[14083.967579] DL data not available
<3>[14083.987580] DL data not available
<3>[14084.007584] DL data not available
<3>[14084.027585] DL data not available
<3>[14084.047579] DL data not available
<3>[14084.067589] DL data not available
<3>[14084.087578] DL data not available
<3>[14084.107584] DL data not available
<3>[14084.127583] DL data not available
<3>[14084.147578] DL data not available
<3>[14084.167587] DL data not available
<3>[14084.187587] DL data not available
<3>[14084.207584] DL data not available
<3>[14084.227593] DL data not available
<3>[14084.247588] DL data not available
<3>[14084.267593] DL data not available
<3>[14084.287588] DL data not available
<3>[14084.307584] DL data not available
<3>[14084.327595] DL data not available
<3>[14084.347578] DL data not available
<3>[14084.367586] DL data not available
<3>[14084.387590] DL data not available
<3>[14084.407588] DL data not available
<3>[14084.427586] DL data not available
<3>[14084.588048] DL data not available
<3>[14084.608045] DL data not available
<3>[14084.628067] DL data not available
<3>[14084.648043] DL data not available
<3>[14084.668051] DL data not available
<3>[14084.688058] DL data not available
<3>[14084.708052] DL data not available
<3>[14084.728069] DL data not available
<3>[14084.748051] DL data not available
<3>[14084.768050] DL data not available
<3>[14084.788052] DL data not available
<3>[14084.808048] DL data not available
<3>[14084.828061] DL data not available
<3>[14084.848043] DL data not available
<3>[14084.868096] DL data not available
<3>[14084.888043] DL data not available
<3>[14085.071133] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14085.340882] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14085.340919] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14085.353735] DL data not available
<3>[14085.373711] DL data not available
<3>[14085.393722] DL data not available
<3>[14085.413710] DL data not available
<3>[14085.433724] DL data not available
<3>[14085.453715] DL data not available
<3>[14085.473720] DL data not available
<3>[14085.493717] DL data not available
<3>[14085.513710] DL data not available
<3>[14085.533714] DL data not available
<3>[14085.553718] DL data not available
<3>[14085.573711] DL data not available
<3>[14085.593723] DL data not available
<3>[14085.613731] DL data not available
<3>[14085.768870] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14085.782412] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14085.800676] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14085.800754] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14085.832724] qdsp_cvp_callback: cmd = 0x13198 returned error = 0x9
<3>[14085.832762] voice_send_cvp_topology_commit_cmd: DSP returned error[ADSP_EALREADY]
<3>[14085.832771] voc_enable_device:  Set topology commit failed
<3>[14085.881689] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x1
<3>[14085.881724] voice_send_vol_step_cmd: DSP returned error[ADSP_EFAILED]
<3>[14089.809819] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14095.594022] qdsp_cvp_callback: cmd = 0x1307c returned error = 0x9
<3>[14095.594051] voice_send_cvp_deregister_vol_cal_cmd: DSP returned error[ADSP_EALREADY]
<3>[14095.594143] qdsp_cvp_callback: cmd = 0x1307a returned error = 0x9
<3>[14095.595425] voice_send_cvp_deregister_cal_cmd: DSP returned error[ADSP_EALREADY]
<3>[14095.595543] qdsp_cvp_callback: cmd = 0x11372 returned error = 0x9
<3>[14095.595567] voice_send_cvp_deregister_dev_cfg_cmd: DSP returned error[ADSP_EALREADY]
<3>[14095.647853] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14095.690977] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14095.696564] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14095.712717] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14095.727033] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14095.727083] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14095.772011] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14095.820993] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14095.829004] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14095.842799] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14095.857775] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14095.857831] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14095.979496] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14095.979552] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14095.979953] DL data not available
<3>[14095.999966] DL data not available
<3>[14096.019966] DL data not available
<3>[14096.039946] DL data not available
<3>[14096.059953] DL data not available
<3>[14096.079956] DL data not available
<3>[14096.099952] DL data not available
<3>[14096.119971] DL data not available
<3>[14096.212180] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14096.261013] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14096.269024] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14096.283473] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14096.302568] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14096.302616] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14096.362456] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14096.410990] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14096.417722] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14096.433699] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14096.451784] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14096.451831] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14096.587627] DL data not available
<3>[14096.587812] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14096.587844] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14096.607618] DL data not available
<3>[14096.627629] DL data not available
<3>[14096.647611] DL data not available
<3>[14096.667605] DL data not available
<3>[14096.687622] DL data not available
<3>[14096.707606] DL data not available
<3>[14096.727613] DL data not available
<3>[14096.747621] DL data not available
<3>[14096.767619] DL data not available
<3>[14096.787610] DL data not available
<3>[14096.807609] DL data not available
<3>[14096.827619] DL data not available
<3>[14096.966405] DL data not available
<3>[14096.986402] DL data not available
<3>[14097.006386] DL data not available
<3>[14097.026416] DL data not available
<3>[14097.033224] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14097.046402] DL data not available
<3>[14097.066398] DL data not available
<3>[14097.081293] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14097.086403] DL data not available
<3>[14097.106415] DL data not available
<3>[14097.126397] DL data not available
<3>[14098.099474] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14098.100031] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14098.109388] DL data not available
<3>[14098.129412] DL data not available
<3>[14099.061594] DL data not available
<3>[14099.065619] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14099.065649] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14099.081601] DL data not available
<3>[14099.101592] DL data not available
<3>[14099.790118] DL data not available
<3>[14099.796482] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14099.796522] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14099.810128] DL data not available
<3>[14099.830118] DL data not available
<3>[14099.850120] DL data not available
<3>[14099.870123] DL data not available
<3>[14099.890121] DL data not available
<3>[14099.910119] DL data not available
<3>[14099.930133] DL data not available
<3>[14099.950124] DL data not available
<3>[14099.970125] DL data not available
<3>[14099.990122] DL data not available
<3>[14100.010120] DL data not available
<3>[14100.030145] DL data not available
<3>[14100.050130] DL data not available
<3>[14100.070128] DL data not available
<3>[14100.132074] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14100.153164] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14100.186344] DL data not available
<3>[14100.206350] DL data not available
<3>[14100.226348] DL data not available
<3>[14100.246376] DL data not available
<3>[14100.266361] DL data not available
<3>[14100.286376] DL data not available
<3>[14100.306357] DL data not available
<3>[14100.326368] DL data not available
<3>[14100.346368] DL data not available
<3>[14100.366352] DL data not available
<3>[14100.386348] DL data not available
<3>[14100.404272] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14100.404303] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14100.406368] DL data not available
<3>[14100.426367] DL data not available
<3>[14100.506829] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14100.550999] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14100.559419] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14100.574122] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14100.592375] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14100.592532] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14100.694133] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14100.741033] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14100.748914] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14100.773363] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14100.794879] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14100.794930] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14100.930020] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14100.930057] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14100.930101] DL data not available
<3>[14100.950118] DL data not available
<3>[14100.970116] DL data not available
<3>[14101.050432] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14101.101024] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14101.109308] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14101.126531] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14101.148991] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14101.149733] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14101.210915] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14101.261286] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14101.267631] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14101.283519] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14101.302808] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14101.302859] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14101.434250] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14101.434297] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14101.435092] DL data not available
<3>[14101.455099] DL data not available
<3>[14101.475067] DL data not available
<3>[14101.495069] DL data not available
<3>[14101.515069] DL data not available
<3>[14101.535065] DL data not available
<3>[14101.555067] DL data not available
<3>[14101.575063] DL data not available
<3>[14101.595067] DL data not available
<3>[14101.615084] DL data not available
<3>[14101.635063] DL data not available
<3>[14101.655070] DL data not available
<3>[14101.741996] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14101.791030] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14101.801642] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14101.824512] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14101.845470] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14101.845516] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14101.900578] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14101.951018] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14101.962816] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14101.983931] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14102.005948] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14102.005995] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14102.136749] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14102.136813] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14102.137205] DL data not available
<3>[14102.157229] DL data not available
<3>[14102.177223] DL data not available
<3>[14102.197219] DL data not available
<3>[14102.217225] DL data not available
<3>[14102.237201] DL data not available
<3>[14102.257212] DL data not available
<3>[14102.277199] DL data not available
<3>[14102.297206] DL data not available
<3>[14102.317204] DL data not available
<3>[14102.337203] DL data not available
<3>[14102.357211] DL data not available
<3>[14102.377213] DL data not available
<3>[14102.397211] DL data not available
<3>[14102.513892] DL data not available
<3>[14102.533892] DL data not available
<3>[14102.553940] DL data not available
<3>[14102.573041] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14102.573951] DL data not available
<3>[14102.593886] DL data not available
<3>[14102.613891] DL data not available
<3>[14102.621024] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14102.633911] DL data not available
<3>[14102.653896] DL data not available
<3>[14102.673899] DL data not available
<3>[14103.412764] DL data not available
<3>[14103.421930] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14103.421970] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14103.432759] DL data not available
<3>[14103.452758] DL data not available
<3>[14103.472750] DL data not available
<3>[14103.492752] DL data not available
<3>[14103.495577] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14103.512748] DL data not available
<3>[14103.532749] DL data not available
<3>[14103.552748] DL data not available
<3>[14103.572741] DL data not available
<3>[14103.592752] DL data not available
<3>[14103.612744] DL data not available
<3>[14103.632757] DL data not available
<3>[14103.652755] DL data not available
<3>[14103.672745] DL data not available
<3>[14103.692757] DL data not available
<3>[14103.740076] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14103.754109] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14103.787500] DL data not available
<3>[14103.807505] DL data not available
<3>[14103.827506] DL data not available
<3>[14103.847515] DL data not available
<3>[14103.867508] DL data not available
<3>[14103.887508] DL data not available
<3>[14103.907504] DL data not available
<3>[14103.927510] DL data not available
<3>[14103.947508] DL data not available
<3>[14103.967505] DL data not available
<3>[14103.987506] DL data not available
<3>[14104.006167] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14104.006200] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14104.007516] DL data not available
<3>[14104.027512] DL data not available
<3>[14104.047507] DL data not available
<3>[14104.123955] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14104.171125] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14104.177747] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14104.192992] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14104.212392] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14104.212441] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14104.272771] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14104.321067] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14104.328034] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14104.342663] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14104.362219] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14104.362269] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14104.493370] DL data not available
<3>[14104.494201] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14104.494232] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14104.513398] DL data not available
<3>[14104.533379] DL data not available
<3>[14104.553378] DL data not available
<3>[14104.573379] DL data not available
<3>[14104.593375] DL data not available
<3>[14104.613374] DL data not available
<3>[14104.633372] DL data not available
<3>[14104.717612] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14104.771067] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14104.777963] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14104.793063] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14104.810480] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14104.810530] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14104.867411] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14104.911008] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14104.918877] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14104.932552] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14104.949831] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14104.949928] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14105.079212] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14105.079252] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14105.079470] DL data not available
<3>[14105.099469] DL data not available
<3>[14105.119470] DL data not available
<3>[14105.139457] DL data not available
<3>[14105.159475] DL data not available
<3>[14105.179471] DL data not available
<3>[14105.199465] DL data not available
<3>[14105.219470] DL data not available
<3>[14105.239463] DL data not available
<3>[14105.259481] DL data not available
<3>[14105.279482] DL data not available
<3>[14105.299471] DL data not available
<3>[14105.319527] DL data not available
<3>[14105.399531] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14105.451008] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14105.459940] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14105.484473] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14105.504369] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14105.504417] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14105.858440] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14105.900972] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14106.333479] DL data not available
<3>[14106.337050] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14106.337078] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14106.353497] DL data not available
<3>[14106.373490] DL data not available
<3>[14106.393491] DL data not available
<3>[14106.413497] DL data not available
<3>[14106.433488] DL data not available
<3>[14106.453489] DL data not available
<3>[14106.473485] DL data not available
<3>[14106.493499] DL data not available
<3>[14106.513496] DL data not available
<3>[14106.533493] DL data not available
<3>[14106.553492] DL data not available
<3>[14106.573495] DL data not available
<3>[14106.593490] DL data not available
