------------------------------------------------------------------------------------------
--- Kernel logs (dmesg) ---
<3>[14060.255140] DL data not available
<3>[14060.275152] DL data not available
<3>[14060.295146] DL data not available
<3>[14060.315154] DL data not available
<3>[14060.335135] DL data not available
<3>[14060.355138] DL data not available
<3>[14060.375138] DL data not available
<3>[14060.395154] DL data not available
<3>[14060.415135] DL data not available
<3>[14060.435136] DL data not available
<3>[14060.455135] DL data not available
<3>[14060.475141] DL data not available
<3>[14060.495148] DL data not available
<3>[14060.515143] DL data not available
<3>[14060.535136] DL data not available
<3>[14060.555135] DL data not available
<3>[14060.575157] DL data not available
<3>[14060.595147] DL data not available
<3>[14060.615136] DL data not available
<3>[14060.635140] DL data not available
<3>[14060.655150] DL data not available
<3>[14060.675143] DL data not available
<3>[14060.695137] DL data not available
<3>[14060.715151] DL data not available
<3>[14060.735148] DL data not available
<3>[14060.755144] DL data not available
<3>[14060.775138] DL data not available
<3>[14060.795126] DL data not available
<3>[14060.815127] DL data not available
<3>[14060.835166] DL data not available
<3>[14060.855128] DL data not available
<3>[14060.920669] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14060.970987] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14060.977364] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14060.992904] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14061.007824] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14061.007876] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14061.059716] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14061.110971] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14061.116254] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14061.133282] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14061.149386] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14061.149423] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14061.261104] DL data not available
<3>[14061.261491] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14061.261524] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14061.281115] DL data not available
<3>[14061.301122] DL data not available
<3>[14061.321110] DL data not available
<3>[14061.341103] DL data not available
<3>[14061.361114] DL data not available
<3>[14061.381108] DL data not available
<3>[14061.401108] DL data not available
<3>[14061.421106] DL data not available
<3>[14061.441120] DL data not available
<3>[14061.461118] DL data not available
<3>[14061.481136] DL data not available
<3>[14061.501108] DL data not available
<3>[14061.521102] DL data not available
<3>[14061.541124] DL data not available
<3>[14061.561111] DL data not available
<3>[14061.581095] DL data not available
<3>[14061.601117] DL data not available
<3>[14061.621104] DL data not available
<3>[14061.641103] DL data not available
<3>[14061.661138] DL data not available
<3>[14061.681114] DL data not available
<3>[14061.701100] DL data not available
<3>[14061.768449] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14061.821234] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14061.827293] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14061.842944] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14061.858004] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14061.858052] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14061.904501] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14061.951031] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14061.956092] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14061.973948] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14061.986928] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14061.986975] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14062.114185] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14062.114226] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14062.114662] DL data not available
<3>[14062.134674] DL data not available
<3>[14062.154672] DL data not available
<3>[14062.174684] DL data not available
<3>[14062.194671] DL data not available
<3>[14062.214663] DL data not available
<3>[14062.234680] DL data not available
<3>[14062.254663] DL data not available
<3>[14062.274673] DL data not available
<3>[14062.294675] DL data not available
<3>[14062.314669] DL data not available
<3>[14062.334668] DL data not available
<3>[14062.354672] DL data not available
<3>[14062.448021] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14062.474318] DL data not available
<3>[14062.494329] DL data not available
<3>[14062.514317] DL data not available
<3>[14062.534328] DL data not available
<3>[14062.535126] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14062.554328] DL data not available
<3>[14062.574320] DL data not available
<3>[14062.580970] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14062.594341] DL data not available
<3>[14062.614323] DL data not available
<3>[14062.634324] DL data not available
<3>[14063.311628] DL data not available
<3>[14063.315934] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14063.315965] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14063.331639] DL data not available
<3>[14063.351631] DL data not available
<3>[14063.371636] DL data not available
<3>[14063.391630] DL data not available
<3>[14063.411669] DL data not available
<3>[14063.431638] DL data not available
<3>[14063.451635] DL data not available
<3>[14063.471640] DL data not available
<3>[14063.491637] DL data not available
<3>[14063.511643] DL data not available
<3>[14063.531670] DL data not available
<3>[14063.551632] DL data not available
<3>[14063.571673] DL data not available
<3>[14063.591629] DL data not available
<3>[14063.611636] DL data not available
<3>[14063.631636] DL data not available
<11>[14063.633585] rmt_storage:INFO:rmt_storage_rw_iovec_cb: Write iovec request received for /boot/modem_fs2
<11>[14063.633758] rmt_storage:INFO:rmt_storage_client_thread: Calling Write [offset=0, size=1572864]for /boot/modem_fs2!
<3>[14063.651632] DL data not available
<3>[14063.671646] DL data not available
<3>[14063.691628] DL data not available
<11>[14063.707225] rmt_storage:INFO:rmt_storage_client_thread: Done Write (bytes = 1572864) for /boot/modem_fs2!
<3>[14063.711643] DL data not available
<3>[14063.731636] DL data not available
<3>[14063.751625] DL data not available
<3>[14063.771631] DL data not available
<3>[14063.791628] DL data not available
<3>[14063.811637] DL data not available
<3>[14063.831625] DL data not available
<3>[14063.851631] DL data not available
<3>[14063.871628] DL data not available
<3>[14063.891660] DL data not available
<3>[14063.911633] DL data not available
<3>[14063.931631] DL data not available
<3>[14063.951626] DL data not available
<3>[14063.971627] DL data not available
<3>[14063.991626] DL data not available
<3>[14064.011638] DL data not available
<3>[14064.031623] DL data not available
<3>[14064.051627] DL data not available
<3>[14064.071640] DL data not available
<3>[14064.091624] DL data not available
<3>[14064.111629] DL data not available
<3>[14064.131629] DL data not available
<3>[14064.151621] DL data not available
<3>[14064.171628] DL data not available
<3>[14064.191629] DL data not available
<3>[14064.211639] DL data not available
<3>[14064.231631] DL data not available
<3>[14064.251629] DL data not available
<3>[14064.271643] DL data not available
<3>[14064.291638] DL data not available
<3>[14064.311628] DL data not available
<3>[14064.331653] DL data not available
<3>[14064.351630] DL data not available
<3>[14064.371640] DL data not available
<3>[14064.391630] DL data not available
<3>[14064.411651] DL data not available
<3>[14064.431635] DL data not available
<3>[14064.451633] DL data not available
<3>[14064.471630] DL data not available
<3>[14064.491634] DL data not available
<3>[14064.511630] DL data not available
<3>[14064.531633] DL data not available
<3>[14064.551624] DL data not available
<3>[14064.571652] DL data not available
<3>[14064.591631] DL data not available
<3>[14064.611629] DL data not available
<3>[14064.631628] DL data not available
<3>[14064.651634] DL data not available
<3>[14064.671649] DL data not available
<3>[14064.691630] DL data not available
<3>[14064.711628] DL data not available
<3>[14064.731639] DL data not available
<3>[14064.751625] DL data not available
<3>[14064.771630] DL data not available
<3>[14064.791623] DL data not available
<3>[14064.811626] DL data not available
<3>[14064.831631] DL data not available
<3>[14064.851631] DL data not available
<3>[14064.871629] DL data not available
<3>[14064.891629] DL data not available
<3>[14064.911626] DL data not available
<3>[14064.931629] DL data not available
<3>[14064.951628] DL data not available
<3>[14064.971635] DL data not available
<3>[14064.991628] DL data not available
<3>[14065.011634] DL data not available
<3>[14065.031632] DL data not available
<3>[14065.051627] DL data not available
<3>[14065.071636] DL data not available
<3>[14065.091629] DL data not available
<3>[14065.111632] DL data not available
<3>[14065.131639] DL data not available
<3>[14065.151627] DL data not available
<3>[14065.171637] DL data not available
<3>[14065.191624] DL data not available
<3>[14065.211628] DL data not available
<3>[14065.231647] DL data not available
<3>[14065.251625] DL data not available
<3>[14065.271630] DL data not available
<3>[14065.291634] DL data not available
<3>[14065.311629] DL data not available
<3>[14065.331635] DL data not available
<3>[14065.351636] DL data not available
<3>[14065.371643] DL data not available
<3>[14065.391633] DL data not available
<3>[14065.411626] DL data not available
<3>[14065.431638] DL data not available
<3>[14065.451626] DL data not available
<3>[14065.471637] DL data not available
<3>[14065.617004] DL data not available
<3>[14065.637006] DL data not available
<3>[14065.656982] DL data not available
<3>[14065.677003] DL data not available
<3>[14065.697011] DL data not available
<3>[14065.717009] DL data not available
<3>[14065.737008] DL data not available
<3>[14065.757005] DL data not available
<3>[14065.777005] DL data not available
<3>[14065.797003] DL data not available
<3>[14065.817007] DL data not available
<3>[14065.837000] DL data not available
<3>[14065.857003] DL data not available
<3>[14065.876998] DL data not available
<3>[14065.896993] DL data not available
<3>[14065.917029] DL data not available
<3>[14065.937057] DL data not available
<3>[14065.956993] DL data not available
<3>[14066.785196] DL data not available
<3>[14066.788515] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14066.788545] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14066.805231] DL data not available
<3>[14066.825214] DL data not available
<3>[14066.845218] DL data not available
<3>[14067.619145] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14067.633419] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14067.646130] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14067.646409] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14067.687205] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14067.730984] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14067.736299] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14067.752679] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14067.763779] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14067.763822] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14067.874744] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14067.874775] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14067.875722] DL data not available
<3>[14067.895739] DL data not available
<3>[14067.915737] DL data not available
<3>[14067.935745] DL data not available
<3>[14067.955736] DL data not available
<3>[14067.975741] DL data not available
<3>[14067.995736] DL data not available
<3>[14068.015733] DL data not available
<3>[14068.035738] DL data not available
<3>[14068.055740] DL data not available
<3>[14068.075757] DL data not available
<3>[14068.095736] DL data not available
<3>[14068.115732] DL data not available
<3>[14068.135743] DL data not available
<3>[14068.155740] DL data not available
<3>[14068.278503] DL data not available
<3>[14068.298520] DL data not available
<3>[14068.318500] DL data not available
<3>[14068.338511] DL data not available
<3>[14068.340132] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14068.358499] DL data not available
<3>[14068.378492] DL data not available
<3>[14068.390939] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14068.398513] DL data not available
<3>[14068.418510] DL data not available
<3>[14068.438611] DL data not available
<3>[14068.458528] DL data not available
<3>[14068.478513] DL data not available
<3>[14068.498502] DL data not available
<3>[14068.518499] DL data not available
<3>[14068.538500] DL data not available
<3>[14068.558523] DL data not available
<3>[14068.578506] DL data not available
<3>[14068.598510] DL data not available
<3>[14068.618504] DL data not available
<3>[14068.638507] DL data not available
<3>[14068.658507] DL data not available
<3>[14068.678501] DL data not available
<3>[14068.698504] DL data not available
<3>[14068.718503] DL data not available
<3>[14068.738503] DL data not available
<3>[14068.758507] DL data not available
<3>[14068.778502] DL data not available
<3>[14068.798512] DL data not available
<3>[14068.818499] DL data not available
<3>[14068.838508] DL data not available
<3>[14068.858514] DL data not available
<3>[14068.878510] DL data not available
<3>[14068.898508] DL data not available
<3>[14068.918511] DL data not available
<3>[14068.938515] DL data not available
<3>[14068.958520] DL data not available
<3>[14068.978507] DL data not available
<3>[14068.998502] DL data not available
<3>[14069.018500] DL data not available
<3>[14069.038505] DL data not available
<3>[14069.058527] DL data not available
<3>[14069.078508] DL data not available
<3>[14069.098500] DL data not available
<3>[14069.118511] DL data not available
<3>[14069.138504] DL data not available
<3>[14069.158513] DL data not available
<3>[14069.178507] DL data not available
<3>[14069.198502] DL data not available
<3>[14069.218501] DL data not available
<3>[14069.238515] DL data not available
<3>[14069.258505] DL data not available
<3>[14069.278511] DL data not available
<3>[14069.298503] DL data not available
<3>[14069.318504] DL data not available
<3>[14069.338514] DL data not available
<3>[14069.358514] DL data not available
<3>[14069.378500] DL data not available
<3>[14069.398498] DL data not available
<3>[14069.418500] DL data not available
<3>[14069.438500] DL data not available
<3>[14069.458498] DL data not available
<3>[14069.478499] DL data not available
<3>[14069.498503] DL data not available
<3>[14069.518496] DL data not available
<3>[14069.538494] DL data not available
<3>[14069.558507] DL data not available
<3>[14069.578503] DL data not available
<3>[14069.598499] DL data not available
<3>[14069.618500] DL data not available
<3>[14069.638514] DL data not available
<3>[14069.658497] DL data not available
<3>[14069.678501] DL data not available
<3>[14069.698528] DL data not available
<3>[14069.718502] DL data not available
<3>[14069.738503] DL data not available
<3>[14069.758535] DL data not available
<3>[14069.778501] DL data not available
<3>[14069.798506] DL data not available
<3>[14069.818503] DL data not available
<3>[14069.838506] DL data not available
<3>[14069.858512] DL data not available
<3>[14069.878513] DL data not available
<3>[14069.898510] DL data not available
<3>[14069.918521] DL data not available
<3>[14069.938558] DL data not available
<3>[14069.958514] DL data not available
<3>[14069.978499] DL data not available
<3>[14069.998524] DL data not available
<3>[14070.018523] DL data not available
<3>[14070.038502] DL data not available
<3>[14070.058532] DL data not available
<3>[14070.078528] DL data not available
<3>[14070.098513] DL data not available
<3>[14070.118508] DL data not available
<3>[14070.138512] DL data not available
<3>[14070.158536] DL data not available
<3>[14070.178510] DL data not available
<3>[14070.198512] DL data not available
<3>[14070.218500] DL data not available
<3>[14070.238509] DL data not available
<3>[14070.258519] DL data not available
<3>[14070.278514] DL data not available
<3>[14070.298504] DL data not available
<3>[14070.318509] DL data not available
<3>[14070.338526] DL data not available
<3>[14070.358517] DL data not available
<3>[14070.378507] DL data not available
<3>[14070.398505] DL data not available
<3>[14070.418497] DL data not available
<3>[14070.438526] DL data not available
<3>[14070.458502] DL data not available
<3>[14070.478500] DL data not available
<3>[14070.498502] DL data not available
<3>[14070.518508] DL data not available
<3>[14070.538495] DL data not available
<3>[14070.558504] DL data not available
<3>[14070.578493] DL data not available
<3>[14070.598495] DL data not available
<3>[14070.618501] DL data not available
<3>[14070.638497] DL data not available
<3>[14070.658499] DL data not available
<3>[14070.678500] DL data not available
<3>[14070.698501] DL data not available
<3>[14070.718503] DL data not available
<3>[14070.738496] DL data not available
<3>[14070.758498] DL data not available
<3>[14070.778493] DL data not available
<3>[14070.798500] DL data not available
<3>[14070.818514] DL data not available
<3>[14070.838553] DL data not available
<3>[14070.858504] DL data not available
<3>[14070.878498] DL data not available
<3>[14070.898500] DL data not available
<3>[14070.918500] DL data not available
<3>[14071.065957] DL data not available
<3>[14071.085926] DL data not available
<3>[14071.105925] DL data not available
<3>[14071.125937] DL data not available
<3>[14071.145937] DL data not available
<3>[14071.165953] DL data not available
<3>[14071.185921] DL data not available
<3>[14071.205924] DL data not available
<3>[14071.225923] DL data not available
<3>[14071.245919] DL data not available
<3>[14071.265936] DL data not available
<3>[14071.285928] DL data not available
<3>[14071.305932] DL data not available
<3>[14071.325928] DL data not available
<3>[14071.345928] DL data not available
<3>[14071.365955] DL data not available
<3>[14071.385936] DL data not available
<3>[14071.405949] DL data not available
<3>[14071.948607] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14071.962724] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14071.976326] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14071.976361] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14072.013889] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14072.060975] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14072.068652] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14072.082856] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14072.094946] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14072.094984] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14072.217087] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14072.217125] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14072.217774] DL data not available
<3>[14072.237778] DL data not available
<3>[14072.257789] DL data not available
<3>[14072.277780] DL data not available
<3>[14072.297781] DL data not available
<3>[14072.317771] DL data not available
<3>[14072.337791] DL data not available
<3>[14072.357775] DL data not available
<3>[14072.377777] DL data not available
<3>[14072.397775] DL data not available
<3>[14072.417779] DL data not available
<3>[14072.437774] DL data not available
<3>[14072.457774] DL data not available
<3>[14072.477801] DL data not available
<3>[14072.497792] DL data not available
<3>[14072.517770] DL data not available
<3>[14072.537775] DL data not available
<3>[14072.557773] DL data not available
<3>[14072.577789] DL data not available
<3>[14072.597776] DL data not available
<3>[14072.617779] DL data not available
<3>[14072.637778] DL data not available
<3>[14072.657774] DL data not available
<3>[14072.677778] DL data not available
<3>[14072.697775] DL data not available
<3>[14072.717773] DL data not available
<3>[14072.737777] DL data not available
<3>[14072.757777] DL data not available
<3>[14072.777794] DL data not available
<3>[14072.797776] DL data not available
<3>[14072.817780] DL data not available
<3>[14072.837781] DL data not available
<3>[14072.857780] DL data not available
<3>[14072.877774] DL data not available
<3>[14072.897775] DL data not available
<3>[14072.917777] DL data not available
<3>[14072.937802] DL data not available
<3>[14072.957776] DL data not available
<3>[14072.977779] DL data not available
<3>[14072.997778] DL data not available
<3>[14073.017772] DL data not available
<3>[14073.037775] DL data not available
<3>[14073.057797] DL data not available
<3>[14073.077772] DL data not available
<3>[14073.097768] DL data not available
<3>[14073.117770] DL data not available
<3>[14073.137775] DL data not available
<3>[14073.157777] DL data not available
<3>[14073.177772] DL data not available
<3>[14073.197774] DL data not available
<3>[14073.217764] DL data not available
<3>[14073.237770] DL data not available
<3>[14073.257783] DL data not available
<3>[14073.277766] DL data not available
<3>[14073.297771] DL data not available
<3>[14073.317772] DL data not available
<3>[14073.337771] DL data not available
<3>[14073.357769] DL data not available
<3>[14073.377775] DL data not available
<3>[14073.397769] DL data not available
<3>[14073.417766] DL data not available
<3>[14073.437780] DL data not available
<3>[14073.457777] DL data not available
<3>[14073.477776] DL data not available
<3>[14073.497773] DL data not available
<3>[14073.517770] DL data not available
<3>[14073.537778] DL data not available
<3>[14073.557782] DL data not available
<3>[14073.577773] DL data not available
<3>[14073.597773] DL data not available
<3>[14073.617780] DL data not available
<3>[14073.637778] DL data not available
<3>[14073.657782] DL data not available
<3>[14073.677780] DL data not available
<3>[14073.697781] DL data not available
<3>[14073.717775] DL data not available
<3>[14073.737787] DL data not available
<3>[14073.757782] DL data not available
<3>[14073.777776] DL data not available
<3>[14073.797776] DL data not available
<3>[14073.817778] DL data not available
<3>[14073.837773] DL data not available
<3>[14073.857780] DL data not available
<3>[14073.877769] DL data not available
<3>[14073.897777] DL data not available
<3>[14073.917765] DL data not available
<3>[14073.937773] DL data not available
<3>[14073.957769] DL data not available
<3>[14073.977769] DL data not available
<3>[14073.997772] DL data not available
<3>[14074.017771] DL data not available
<3>[14074.037777] DL data not available
<3>[14074.057781] DL data not available
<3>[14074.077767] DL data not available
<3>[14074.097768] DL data not available
<3>[14074.117765] DL data not available
<3>[14074.137775] DL data not available
<3>[14074.157782] DL data not available
<3>[14074.177773] DL data not available
<3>[14074.197768] DL data not available
<3>[14074.217767] DL data not available
<3>[14074.237779] DL data not available
<3>[14074.257781] DL data not available
<3>[14074.277778] DL data not available
<3>[14074.297774] DL data not available
<3>[14074.317777] DL data not available
<3>[14074.337791] DL data not available
<3>[14074.357772] DL data not available
<3>[14074.377776] DL data not available
<3>[14074.397774] DL data not available
<3>[14074.417770] DL data not available
<3>[14074.437773] DL data not available
<3>[14074.457778] DL data not available
<3>[14074.477792] DL data not available
<3>[14074.497785] DL data not available
<3>[14074.517769] DL data not available
<3>[14074.537775] DL data not available
<3>[14074.557776] DL data not available
<3>[14074.577773] DL data not available
<3>[14074.597777] DL data not available
<3>[14074.617774] DL data not available
<3>[14074.637769] DL data not available
<3>[14074.657773] DL data not available
<3>[14074.677775] DL data not available
<3>[14074.697773] DL data not available
<3>[14074.717776] DL data not available
<3>[14074.737771] DL data not available
<3>[14074.757771] DL data not available
<3>[14074.777770] DL data not available
<3>[14074.797778] DL data not available
<3>[14074.817767] DL data not available
<3>[14074.837778] DL data not available
<3>[14074.857776] DL data not available
<3>[14074.877774] DL data not available
<3>[14074.897773] DL data not available
<3>[14074.917770] DL data not available
<3>[14074.937775] DL data not available
<3>[14074.957770] DL data not available
<3>[14074.977777] DL data not available
<3>[14074.997777] DL data not available
<3>[14075.017767] DL data not available
<3>[14075.037775] DL data not available
<3>[14075.057773] DL data not available
<3>[14075.077786] DL data not available
<3>[14075.097774] DL data not available
<3>[14075.117769] DL data not available
<3>[14075.137773] DL data not available
<3>[14075.157768] DL data not available
<3>[14075.177776] DL data not available
<3>[14075.197775] DL data not available
<3>[14075.217774] DL data not available
<3>[14075.237823] DL data not available
<3>[14075.257773] DL data not available
<3>[14075.277772] DL data not available
<3>[14075.297780] DL data not available
<3>[14075.317771] DL data not available
<3>[14075.337777] DL data not available
<3>[14075.357788] DL data not available
<3>[14075.377769] DL data not available
<3>[14075.397787] DL data not available
<3>[14075.417783] DL data not available
<3>[14075.437781] DL data not available
<3>[14075.457778] DL data not available
<3>[14075.477778] DL data not available
<3>[14075.497776] DL data not available
<3>[14075.517763] DL data not available
<3>[14075.537779] DL data not available
<3>[14075.557770] DL data not available
<3>[14075.577770] DL data not available
<3>[14075.597797] DL data not available
<3>[14075.617769] DL data not available
<3>[14075.637770] DL data not available
<3>[14075.657777] DL data not available
<3>[14075.677775] DL data not available
<3>[14075.697772] DL data not available
<3>[14075.717792] DL data not available
<3>[14075.737777] DL data not available
<3>[14075.757771] DL data not available
<3>[14075.777771] DL data not available
<3>[14075.797782] DL data not available
<3>[14075.817773] DL data not available
<3>[14075.837784] DL data not available
<3>[14075.857778] DL data not available
<3>[14075.877766] DL data not available
<3>[14075.897767] DL data not available
<3>[14075.917768] DL data not available
<3>[14075.937828] DL data not available
<3>[14075.957770] DL data not available
<3>[14075.977773] DL data not available
<3>[14075.997772] DL data not available
<3>[14076.017767] DL data not available
<3>[14076.037770] DL data not available
<3>[14076.057775] DL data not available
<3>[14076.077775] DL data not available
<3>[14076.097804] DL data not available
<3>[14076.117774] DL data not available
<3>[14076.126745] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14076.137792] DL data not available
<3>[14076.157771] DL data not available
<3>[14076.177774] DL data not available
<3>[14076.197770] DL data not available
<3>[14076.217770] DL data not available
<3>[14076.237774] DL data not available
<3>[14076.257773] DL data not available
<3>[14076.277770] DL data not available
<3>[14076.297783] DL data not available
<3>[14076.317766] DL data not available
<3>[14076.337766] DL data not available
<3>[14076.357775] DL data not available
<3>[14076.377773] DL data not available
<3>[14076.397775] DL data not available
<3>[14076.417774] DL data not available
<3>[14076.437778] DL data not available
<3>[14076.457782] DL data not available
<3>[14076.477802] DL data not available
<3>[14076.497784] DL data not available
<3>[14076.517767] DL data not available
<3>[14076.537773] DL data not available
<3>[14076.557780] DL data not available
<3>[14076.577767] DL data not available
<3>[14076.597767] DL data not available
<3>[14076.617771] DL data not available
<3>[14076.637780] DL data not available
<3>[14076.657775] DL data not available
<3>[14076.677775] DL data not available
<3>[14076.697770] DL data not available
<3>[14076.717782] DL data not available
<3>[14076.737783] DL data not available
<3>[14076.757774] DL data not available
<3>[14076.777772] DL data not available
<3>[14076.797776] DL data not available
<3>[14076.817776] DL data not available
<3>[14076.837781] DL data not available
<3>[14076.857793] DL data not available
<3>[14076.877770] DL data not available
<3>[14076.897793] DL data not available
<3>[14076.917767] DL data not available
<3>[14076.937772] DL data not available
<3>[14076.957786] DL data not available
<3>[14076.977772] DL data not available
<3>[14076.997787] DL data not available
<3>[14077.017765] DL data not available
<3>[14077.037775] DL data not available
<3>[14077.057778] DL data not available
<3>[14077.077772] DL data not available
<3>[14077.097774] DL data not available
<3>[14077.117768] DL data not available
<3>[14077.137772] DL data not available
<3>[14077.157765] DL data not available
<3>[14077.177776] DL data not available
<3>[14077.197774] DL data not available
<3>[14077.217773] DL data not available
<3>[14077.237779] DL data not available
<3>[14077.257776] DL data not available
<3>[14077.277773] DL data not available
<3>[14077.297772] DL data not available
<3>[14077.317776] DL data not available
<3>[14077.337777] DL data not available
<3>[14077.357774] DL data not available
<3>[14077.377775] DL data not available
<3>[14077.397777] DL data not available
<3>[14077.417779] DL data not available
<3>[14077.437775] DL data not available
<3>[14077.457779] DL data not available
<3>[14077.477779] DL data not available
<3>[14077.497788] DL data not available
<3>[14077.517769] DL data not available
<3>[14077.537801] DL data not available
<3>[14077.557769] DL data not available
<3>[14077.577770] DL data not available
<3>[14077.597771] DL data not available
<3>[14077.617769] DL data not available
<3>[14077.637766] DL data not available
<3>[14077.657769] DL data not available
<3>[14077.677767] DL data not available
<3>[14077.697774] DL data not available
<3>[14077.717770] DL data not available
<3>[14077.737769] DL data not available
<3>[14077.757767] DL data not available
<3>[14077.777771] DL data not available
<3>[14077.797796] DL data not available
<3>[14077.817768] DL data not available
<3>[14077.837773] DL data not available
<3>[14077.857775] DL data not available
<3>[14077.877776] DL data not available
<3>[14077.897815] DL data not available
<3>[14077.917773] DL data not available
<3>[14077.937808] DL data not available
<3>[14077.957774] DL data not available
<3>[14077.977778] DL data not available
<3>[14077.997775] DL data not available
<3>[14078.017772] DL data not available
<3>[14078.037774] DL data not available
<3>[14078.057778] DL data not available
<3>[14078.077770] DL data not available
<3>[14078.097784] DL data not available
<3>[14078.117771] DL data not available
<3>[14078.137775] DL data not available
<3>[14078.157774] DL data not available
<3>[14078.177768] DL data not available
<3>[14078.197785] DL data not available
<3>[14078.217777] DL data not available
<3>[14078.237773] DL data not available
<3>[14078.257796] DL data not available
<3>[14078.277778] DL data not available
<3>[14078.297778] DL data not available
<3>[14078.317773] DL data not available
<3>[14078.337777] DL data not available
<3>[14078.357773] DL data not available
<3>[14078.377775] DL data not available
<3>[14078.397776] DL data not available
<3>[14078.417777] DL data not available
<3>[14078.437776] DL data not available
<3>[14078.457775] DL data not available
<3>[14078.477776] DL data not available
<3>[14078.497780] DL data not available
<3>[14078.517771] DL data not available
<3>[14078.537775] DL data not available
<3>[14078.557769] DL data not available
<3>[14078.577783] DL data not available
<3>[14078.597782] DL data not available
