##DateTime MemTotal: MemFree: Cached: 
02-05-2018_10-34-46 2803616 35992 300284 
02-05-2018_10-34-47 2803616 35992 300284 
02-05-2018_10-34-47 2803616 36820 298588 
02-05-2018_10-34-48 2803616 39448 296856 
02-05-2018_10-34-49 2803616 39216 296856 
02-05-2018_10-34-49 2803616 39712 296856 
02-05-2018_10-34-50 2803616 38908 296884 
02-05-2018_10-34-51 2803616 38412 296884 
02-05-2018_10-34-51 2803616 38040 296888 
02-05-2018_10-34-52 2803616 37916 296888 
02-05-2018_10-34-52 2803616 37544 296888 
02-05-2018_10-34-53 2803616 36924 296888 
02-05-2018_10-34-54 2803616 36924 296888 
02-05-2018_10-34-54 2803616 36500 296888 
02-05-2018_10-34-55 2803616 36552 296896 
02-05-2018_10-34-56 2803616 36624 296896 
02-05-2018_10-34-56 2803616 36552 296896 
02-05-2018_10-34-57 2803616 35296 297008 
02-05-2018_10-34-58 2803616 36400 295272 
02-05-2018_10-34-58 2803616 37128 295044 
02-05-2018_10-34-59 2803616 36704 295044 
02-05-2018_10-34-59 2803616 37376 295044 
02-05-2018_10-35-00 2803616 37376 295044 
02-05-2018_10-35-01 2803616 36756 295044 
02-05-2018_10-35-01 2803616 36456 295044 
02-05-2018_10-35-02 2803616 35888 295044 
02-05-2018_10-35-03 2803616 35144 295048 
02-05-2018_10-35-03 2803616 37360 293248 
02-05-2018_10-35-04 2803616 46484 293248 
02-05-2018_10-35-05 2803616 46360 293404 
02-05-2018_10-35-05 2803616 46408 293404 
02-05-2018_10-35-06 2803616 45956 293404 
02-05-2018_10-35-06 2803616 45848 293404 
02-05-2018_10-35-07 2803616 45088 293408 
02-05-2018_10-35-08 2803616 44492 293412 
02-05-2018_10-35-08 2803616 44360 293412 
02-05-2018_10-35-09 2803616 44728 293412 
02-05-2018_10-35-10 2803616 44108 293416 
02-05-2018_10-35-10 2803616 44108 293416 
02-05-2018_10-35-11 2803616 43736 293416 
02-05-2018_10-35-12 2803616 43612 293416 
02-05-2018_10-35-12 2803616 43488 293416 
02-05-2018_10-35-13 2803616 42744 293416 
02-05-2018_10-35-14 2803616 42620 293416 
02-05-2018_10-35-14 2803616 42188 293452 
02-05-2018_10-35-15 2803616 42012 293452 
02-05-2018_10-35-15 2803616 41816 293452 
02-05-2018_10-35-16 2803616 41444 293452 
02-05-2018_10-35-17 2803616 41444 293452 
02-05-2018_10-35-17 2803616 40948 293452 
02-05-2018_10-35-18 2803616 39956 293456 
02-05-2018_10-35-19 2803616 39708 293456 
02-05-2018_10-35-19 2803616 40016 293484 
02-05-2018_10-35-20 2803616 40328 293484 
02-05-2018_10-35-21 2803616 40348 293484 
02-05-2018_10-35-21 2803616 39336 293488 
02-05-2018_10-35-22 2803616 39088 293488 
02-05-2018_10-35-22 2803616 38592 293488 
02-05-2018_10-35-23 2803616 37848 293488 
02-05-2018_10-35-24 2803616 38168 293488 
02-05-2018_10-35-24 2803616 37724 293488 
02-05-2018_10-35-25 2803616 37724 293488 
02-05-2018_10-35-26 2803616 37724 293496 
02-05-2018_10-35-26 2803616 37104 293496 
02-05-2018_10-35-27 2803616 36676 293496 
02-05-2018_10-35-28 2803616 36652 293496 
02-05-2018_10-35-28 2803616 36100 293500 
02-05-2018_10-35-29 2803616 35516 293532 
02-05-2018_10-35-30 2803616 35516 293532 
02-05-2018_10-35-30 2803616 35268 293532 
02-05-2018_10-35-31 2803616 37748 291408 
02-05-2018_10-35-31 2803616 37252 291408 
02-05-2018_10-35-32 2803616 36632 291408 
02-05-2018_10-35-33 2803616 36796 291408 
02-05-2018_10-35-33 2803616 37148 291412 
02-05-2018_10-35-34 2803616 36704 291412 
02-05-2018_10-35-35 2803616 36332 291412 
02-05-2018_10-35-35 2803616 36084 291412 
02-05-2018_10-35-36 2803616 35764 291412 
02-05-2018_10-35-37 2803616 37376 289520 
02-05-2018_10-35-37 2803616 45832 289756 
02-05-2018_10-35-38 2803616 46276 289760 
02-05-2018_10-35-38 2803616 45904 289760 
02-05-2018_10-35-39 2803616 45336 289760 
02-05-2018_10-35-40 2803616 44836 289760 
02-05-2018_10-35-40 2803616 44832 289760 
02-05-2018_10-35-41 2803616 44944 289760 
02-05-2018_10-35-42 2803616 44324 289764 
02-05-2018_10-35-42 2803616 44108 289796 
02-05-2018_10-35-43 2803616 42836 289796 
02-05-2018_10-35-44 2803616 42940 289796 
02-05-2018_10-35-44 2803616 42372 289800 
02-05-2018_10-35-45 2803616 42620 289800 
02-05-2018_10-35-46 2803616 37848 295860 
02-05-2018_10-35-46 2803616 39480 309500 
02-05-2018_10-35-47 2803616 38792 309596 
02-05-2018_10-35-48 2803616 38340 309684 
02-05-2018_10-35-48 2803616 38412 309684 
02-05-2018_10-35-49 2803616 38528 309684 
02-05-2018_10-35-49 2803616 36156 311592 
02-05-2018_10-35-50 2803616 35844 311592 
02-05-2018_10-35-51 2803616 35948 311596 
02-05-2018_10-35-51 2803616 35804 311596 
02-05-2018_10-35-52 2803616 40696 311564 
02-05-2018_10-35-53 2803616 45024 311564 
02-05-2018_10-35-53 2803616 45256 311564 
02-05-2018_10-35-54 2803616 45064 311564 
02-05-2018_10-35-55 2803616 41776 314900 
02-05-2018_10-35-55 2803616 36952 318840 
02-05-2018_10-35-56 2803616 36436 318860 
02-05-2018_10-35-57 2803616 35664 318860 
02-05-2018_10-35-57 2803616 35532 318860 
02-05-2018_10-35-58 2803616 39004 318840 
02-05-2018_10-35-58 2803616 38464 318844 
02-05-2018_10-35-59 2803616 38376 318844 
02-05-2018_10-36-00 2803616 38520 318844 
02-05-2018_10-36-00 2803616 38392 318844 
02-05-2018_10-36-01 2803616 38184 318844 
02-05-2018_10-36-02 2803616 37908 318844 
02-05-2018_10-36-02 2803616 37208 318844 
02-05-2018_10-36-03 2803616 36828 318844 
02-05-2018_10-36-04 2803616 37024 318844 
02-05-2018_10-36-04 2803616 36196 318848 
02-05-2018_10-36-05 2803616 36072 318848 
02-05-2018_10-36-05 2803616 35824 318848 
02-05-2018_10-36-06 2803616 35700 318848 
02-05-2018_10-36-07 2803616 35720 318848 
02-05-2018_10-36-07 2803616 35328 318848 
02-05-2018_10-36-08 2803616 39416 318904 
02-05-2018_10-36-09 2803616 38812 319000 
02-05-2018_10-36-09 2803616 39004 319148 
02-05-2018_10-36-10 2803616 45484 320692 
02-05-2018_10-36-11 2803616 54288 323024 
02-05-2018_10-36-11 2803616 42064 333996 
02-05-2018_10-36-12 2803616 57484 337808 
02-05-2018_10-36-12 2803616 48640 337852 
02-05-2018_10-36-13 2803616 52636 337852 
02-05-2018_10-36-14 2803616 47160 337860 
02-05-2018_10-36-14 2803616 51332 337864 
02-05-2018_10-36-15 2803616 50388 337864 
02-05-2018_10-36-16 2803616 50512 337896 
02-05-2018_10-36-16 2803616 46896 337896 
02-05-2018_10-36-17 2803616 43700 337888 
02-05-2018_10-36-18 2803616 49688 337896 
02-05-2018_10-36-18 2803616 49412 337900 
02-05-2018_10-36-19 2803616 49112 337900 
02-05-2018_10-36-19 2803616 49336 337904 
02-05-2018_10-36-20 2803616 38960 337904 
02-05-2018_10-36-21 2803616 41692 337968 
02-05-2018_10-36-21 2803616 53264 337976 
02-05-2018_10-36-22 2803616 44036 337980 
02-05-2018_10-36-23 2803616 43128 337980 
02-05-2018_10-36-23 2803616 42376 337980 
02-05-2018_10-36-24 2803616 47416 337980 
02-05-2018_10-36-24 2803616 37476 337980 
02-05-2018_10-36-25 2803616 51624 333796 
02-05-2018_10-36-26 2803616 58076 333824 
02-05-2018_10-36-26 2803616 57692 333824 
02-05-2018_10-36-27 2803616 47696 333832 
02-05-2018_10-36-28 2803616 47664 333832 
02-05-2018_10-36-28 2803616 46148 333832 
02-05-2018_10-36-29 2803616 45840 333832 
02-05-2018_10-36-30 2803616 45884 333832 
02-05-2018_10-36-30 2803616 45264 333832 
02-05-2018_10-36-31 2803616 49800 333836 
02-05-2018_10-36-31 2803616 49460 333840 
02-05-2018_10-36-32 2803616 39504 333840 
02-05-2018_10-36-33 2803616 39896 333840 
02-05-2018_10-36-33 2803616 39080 333840 
02-05-2018_10-36-34 2803616 53056 329240 
02-05-2018_10-36-35 2803616 43648 329620 
02-05-2018_10-36-35 2803616 42920 329620 
02-05-2018_10-36-36 2803616 42812 329620 
02-05-2018_10-36-36 2803616 42316 329620 
02-05-2018_10-36-37 2803616 41696 329620 
02-05-2018_10-36-38 2803616 41448 329724 
02-05-2018_10-36-38 2803616 41076 329728 
02-05-2018_10-36-39 2803616 41076 329728 
02-05-2018_10-36-40 2803616 40580 329728 
02-05-2018_10-36-40 2803616 40208 329728 
02-05-2018_10-36-41 2803616 40580 329728 
02-05-2018_10-36-42 2803616 40092 329796 
02-05-2018_10-36-42 2803616 39376 329796 
02-05-2018_10-36-43 2803616 39204 329828 
02-05-2018_10-36-44 2803616 48112 329832 
02-05-2018_10-36-44 2803616 48024 329832 
02-05-2018_10-36-45 2803616 48372 329832 
02-05-2018_10-36-45 2803616 47936 329832 
02-05-2018_10-36-46 2803616 47868 329832 
02-05-2018_10-36-47 2803616 47800 329832 
02-05-2018_10-36-47 2803616 47084 329836 
02-05-2018_10-36-48 2803616 46580 329836 
02-05-2018_10-36-49 2803616 46564 329836 
02-05-2018_10-36-49 2803616 46796 329840 
02-05-2018_10-36-50 2803616 46796 329876 
02-05-2018_10-36-51 2803616 46796 329876 
02-05-2018_10-36-51 2803616 46300 329876 
02-05-2018_10-36-52 2803616 46672 329876 
02-05-2018_10-36-52 2803616 46052 329876 
02-05-2018_10-36-53 2803616 45680 329876 
02-05-2018_10-36-54 2803616 44432 330044 
02-05-2018_10-36-54 2803616 43884 330044 
02-05-2018_10-36-55 2803616 41544 332336 
02-05-2018_10-36-56 2803616 40832 332348 
02-05-2018_10-36-56 2803616 40496 332348 
02-05-2018_10-36-57 2803616 39488 332364 
02-05-2018_10-36-58 2803616 39240 332348 
02-05-2018_10-36-58 2803616 39240 332348 
02-05-2018_10-36-59 2803616 38836 332348 
02-05-2018_10-37-00 2803616 38676 332348 
02-05-2018_10-37-00 2803616 38568 332352 
02-05-2018_10-37-01 2803616 38280 332352 
02-05-2018_10-37-01 2803616 38404 332352 
02-05-2018_10-37-02 2803616 37676 332352 
02-05-2018_10-37-03 2803616 36948 332352 
02-05-2018_10-37-03 2803616 36576 332356 
02-05-2018_10-37-04 2803616 36560 332356 
02-05-2018_10-37-05 2803616 36896 332356 
02-05-2018_10-37-05 2803616 36808 332356 
02-05-2018_10-37-06 2803616 36460 332388 
02-05-2018_10-37-07 2803616 36592 332388 
02-05-2018_10-37-07 2803616 35904 332392 
02-05-2018_10-37-08 2803616 35348 332392 
02-05-2018_10-37-08 2803616 37752 330224 
02-05-2018_10-37-09 2803616 37660 330224 
02-05-2018_10-37-10 2803616 37040 330228 
02-05-2018_10-37-10 2803616 37060 330228 
02-05-2018_10-37-11 2803616 36824 330228 
02-05-2018_10-37-12 2803616 36576 330228 
02-05-2018_10-37-12 2803616 35956 330228 
02-05-2018_10-37-13 2803616 35336 330228 
02-05-2018_10-37-14 2803616 37568 328400 
02-05-2018_10-37-14 2803616 37320 328404 
02-05-2018_10-37-15 2803616 36948 328404 
02-05-2018_10-37-16 2803616 37196 328404 
02-05-2018_10-37-16 2803616 37196 328404 
02-05-2018_10-37-17 2803616 36904 328108 
02-05-2018_10-37-17 2803616 43728 322448 
02-05-2018_10-37-18 2803616 42648 322872 
02-05-2018_10-37-19 2803616 41128 324004 
02-05-2018_10-37-19 2803616 43716 321968 
02-05-2018_10-37-20 2803616 43320 322800 
02-05-2018_10-37-21 2803616 35876 312480 
02-05-2018_10-37-21 2803616 31956 310496 
02-05-2018_10-37-22 2803616 35184 323284 
02-05-2018_10-37-23 2803616 35860 319092 
02-05-2018_10-37-23 2803616 126244 298940 
02-05-2018_10-37-24 2803616 80216 298964 
02-05-2018_10-37-25 2803616 38848 299356 
02-05-2018_10-37-26 2803616 36140 272340 
02-05-2018_10-37-26 2803616 23140 244360 
02-05-2018_10-37-27 2803616 194312 209020 
02-05-2018_10-37-28 2803616 253536 238072 
02-05-2018_10-37-28 2803616 215504 240604 
02-05-2018_10-37-29 2803616 195672 260328 
02-05-2018_10-37-30 2803616 148696 276760 
02-05-2018_10-37-30 2803616 225728 276924 
02-05-2018_10-37-31 2803616 193684 278876 
02-05-2018_10-37-32 2803616 147956 282768 
02-05-2018_10-37-32 2803616 138440 282812 
02-05-2018_10-37-33 2803616 187068 290284 
02-05-2018_10-37-34 2803616 145172 293196 
02-05-2018_10-37-34 2803616 112640 293520 
02-05-2018_10-37-35 2803616 72252 295580 
02-05-2018_10-37-36 2803616 195300 295588 
02-05-2018_10-37-36 2803616 184512 295728 
02-05-2018_10-37-37 2803616 184556 295744 
02-05-2018_10-37-37 2803616 189400 296652 
02-05-2018_10-37-38 2803616 178072 297224 
02-05-2018_10-37-39 2803616 147760 297352 
02-05-2018_10-37-39 2803616 134192 297884 
02-05-2018_10-37-40 2803616 167616 297896 
02-05-2018_10-37-41 2803616 123680 297904 
02-05-2018_10-37-41 2803616 110460 297908 
02-05-2018_10-37-42 2803616 210612 297936 
02-05-2018_10-37-43 2803616 211208 297984 
02-05-2018_10-37-43 2803616 202132 298040 
02-05-2018_10-37-44 2803616 192136 298156 
02-05-2018_10-37-45 2803616 216956 298500 
02-05-2018_10-37-45 2803616 191040 315432 
02-05-2018_10-37-46 2803616 177436 320496 
02-05-2018_10-37-46 2803616 176924 320500 
02-05-2018_10-37-47 2803616 174072 320564 
02-05-2018_10-37-48 2803616 151808 320752 
02-05-2018_10-37-48 2803616 127832 320844 
02-05-2018_10-37-49 2803616 246736 320848 
02-05-2018_10-37-49 2803616 246820 320848 
02-05-2018_10-37-50 2803616 248944 320860 
02-05-2018_10-37-51 2803616 249788 320884 
02-05-2018_10-37-51 2803616 249748 320888 
02-05-2018_10-37-52 2803616 250612 320896 
02-05-2018_10-37-53 2803616 250916 320928 
02-05-2018_10-37-53 2803616 250900 320928 
02-05-2018_10-37-54 2803616 250808 320932 
02-05-2018_10-37-54 2803616 250420 320944 
02-05-2018_10-37-55 2803616 248716 320948 
02-05-2018_10-37-56 2803616 248996 320956 
02-05-2018_10-37-56 2803616 248268 320992 
02-05-2018_10-37-57 2803616 271048 320980 
02-05-2018_10-37-58 2803616 271528 321056 
02-05-2018_10-37-58 2803616 271292 321056 
02-05-2018_10-37-59 2803616 270920 321060 
02-05-2018_10-37-59 2803616 271060 321064 
02-05-2018_10-38-00 2803616 270208 321168 
02-05-2018_10-38-01 2803616 270492 321168 
02-05-2018_10-38-01 2803616 270256 321172 
02-05-2018_10-38-02 2803616 269680 321176 
02-05-2018_10-38-03 2803616 269044 321244 
02-05-2018_10-38-03 2803616 269132 321248 
02-05-2018_10-38-04 2803616 269748 321248 
02-05-2018_10-38-04 2803616 269220 321252 
02-05-2018_10-38-05 2803616 268604 321256 
02-05-2018_10-38-06 2803616 268408 321260 
02-05-2018_10-38-06 2803616 268068 321260 
02-05-2018_10-38-07 2803616 268152 321280 
02-05-2018_10-38-08 2803616 267976 321400 
02-05-2018_10-38-08 2803616 267728 321404 
02-05-2018_10-38-09 2803616 267656 321528 
02-05-2018_10-38-09 2803616 267408 321532 
02-05-2018_10-38-10 2803616 266788 321536 
02-05-2018_10-38-11 2803616 266540 321540 
02-05-2018_10-38-11 2803616 266488 321544 
02-05-2018_10-38-12 2803616 266044 321548 
02-05-2018_10-38-13 2803616 265672 321552 
02-05-2018_10-38-13 2803616 265780 321552 
02-05-2018_10-38-14 2803616 264788 321556 
02-05-2018_10-38-14 2803616 264416 321560 
02-05-2018_10-38-15 2803616 263208 321620 
02-05-2018_10-38-16 2803616 263160 321624 
02-05-2018_10-38-16 2803616 262964 321624 
02-05-2018_10-38-17 2803616 261140 321656 
02-05-2018_10-38-18 2803616 240568 326228 
02-05-2018_10-38-18 2803616 224096 329976 
02-05-2018_10-38-19 2803616 223848 329976 
02-05-2018_10-38-19 2803616 223708 329980 
02-05-2018_10-38-20 2803616 223212 329984 
02-05-2018_10-38-21 2803616 231788 329984 
02-05-2018_10-38-21 2803616 231868 330080 
02-05-2018_10-38-22 2803616 230632 330060 
02-05-2018_10-38-23 2803616 234436 330088 
02-05-2018_10-38-23 2803616 234548 330088 
02-05-2018_10-38-24 2803616 234492 330092 
02-05-2018_10-38-24 2803616 234032 330096 
02-05-2018_10-38-25 2803616 233752 330096 
02-05-2018_10-38-26 2803616 233864 330100 
02-05-2018_10-38-26 2803616 233988 330100 
02-05-2018_10-38-27 2803616 233172 330196 
02-05-2018_10-38-28 2803616 233544 330200 
02-05-2018_10-38-28 2803616 233160 330204 
02-05-2018_10-38-29 2803616 233200 330204 
02-05-2018_10-38-29 2803616 232748 330208 
02-05-2018_10-38-30 2803616 232684 330212 
02-05-2018_10-38-31 2803616 232740 330216 
02-05-2018_10-38-31 2803616 232748 330220 
02-05-2018_10-38-32 2803616 231680 330308 
02-05-2018_10-38-33 2803616 230260 331200 
02-05-2018_10-38-33 2803616 229228 331200 
02-05-2018_10-38-34 2803616 229104 331204 
02-05-2018_10-38-34 2803616 228608 331264 
02-05-2018_10-38-35 2803616 228112 331268 
02-05-2018_10-38-36 2803616 228308 331268 
02-05-2018_10-38-36 2803616 227864 331272 
02-05-2018_10-38-37 2803616 227244 331272 
02-05-2018_10-38-38 2803616 227432 331372 
02-05-2018_10-38-38 2803616 226740 331372 
02-05-2018_10-38-39 2803616 226728 331376 
02-05-2018_10-38-39 2803616 226584 331412 
02-05-2018_10-38-40 2803616 226620 331420 
02-05-2018_10-38-41 2803616 226192 331420 
02-05-2018_10-38-41 2803616 226652 331424 
02-05-2018_10-38-42 2803616 225908 331428 
02-05-2018_10-38-43 2803616 225364 331428 
02-05-2018_10-38-43 2803616 225604 331432 
02-05-2018_10-38-44 2803616 225032 331436 
02-05-2018_10-38-44 2803616 224996 331440 
02-05-2018_10-38-45 2803616 225116 331440 
02-05-2018_10-38-46 2803616 224828 331536 
02-05-2018_10-38-46 2803616 223836 331544 
02-05-2018_10-38-47 2803616 221960 331592 
02-05-2018_10-38-48 2803616 214760 331612 
02-05-2018_10-38-48 2803616 208648 333116 
02-05-2018_10-38-49 2803616 208392 333116 
02-05-2018_10-38-49 2803616 208072 333116 
02-05-2018_10-38-50 2803616 207688 333116 
02-05-2018_10-38-51 2803616 207352 333120 
02-05-2018_10-38-51 2803616 207636 333120 
02-05-2018_10-38-52 2803616 210284 333120 
02-05-2018_10-38-53 2803616 209352 333176 
02-05-2018_10-38-53 2803616 217864 333176 
02-05-2018_10-38-54 2803616 217864 333176 
02-05-2018_10-38-55 2803616 218112 333184 
02-05-2018_10-38-55 2803616 217632 333184 
02-05-2018_10-38-56 2803616 217260 333184 
02-05-2018_10-38-57 2803616 217580 333188 
02-05-2018_10-38-57 2803616 217228 333188 
02-05-2018_10-38-58 2803616 216232 333188 
02-05-2018_10-38-58 2803616 215948 333188 
02-05-2018_10-38-59 2803616 215756 333188 
02-05-2018_10-39-00 2803616 215780 333188 
02-05-2018_10-39-00 2803616 215432 333188 
02-05-2018_10-39-01 2803616 216104 333192 
02-05-2018_10-39-02 2803616 215512 333192 
02-05-2018_10-39-02 2803616 214664 333224 
02-05-2018_10-39-03 2803616 214768 333224 
02-05-2018_10-39-04 2803616 214272 333224 
02-05-2018_10-39-04 2803616 214020 333224 
02-05-2018_10-39-05 2803616 214340 333224 
02-05-2018_10-39-05 2803616 213596 333228 
02-05-2018_10-39-06 2803616 213648 333228 
02-05-2018_10-39-07 2803616 213648 333228 
02-05-2018_10-39-07 2803616 213368 333228 
02-05-2018_10-39-08 2803616 212976 333228 
02-05-2018_10-39-09 2803616 212868 333228 
02-05-2018_10-39-09 2803616 212440 333228 
02-05-2018_10-39-10 2803616 212388 333232 
02-05-2018_10-39-11 2803616 212604 333232 
02-05-2018_10-39-11 2803616 212412 333232 
02-05-2018_10-39-12 2803616 211344 333128 
02-05-2018_10-39-13 2803616 211360 333232 
02-05-2018_10-39-13 2803616 211236 333232 
02-05-2018_10-39-14 2803616 210740 333236 
02-05-2018_10-39-14 2803616 210740 333240 
02-05-2018_10-39-15 2803616 210492 333240 
02-05-2018_10-39-16 2803616 210616 333268 
02-05-2018_10-39-16 2803616 210244 333268 
02-05-2018_10-39-17 2803616 209572 333268 
02-05-2018_10-39-18 2803616 209828 333268 
02-05-2018_10-39-18 2803616 210448 333272 
02-05-2018_10-39-19 2803616 209812 333272 
02-05-2018_10-39-20 2803616 209936 333272 
02-05-2018_10-39-20 2803616 209440 333272 
02-05-2018_10-39-21 2803616 209068 333328 
02-05-2018_10-39-22 2803616 209068 333328 
02-05-2018_10-39-22 2803616 209068 333364 
02-05-2018_10-39-23 2803616 208696 333364 
02-05-2018_10-39-23 2803616 208184 333368 
02-05-2018_10-39-24 2803616 208008 333368 
02-05-2018_10-39-25 2803616 208256 333368 
02-05-2018_10-39-25 2803616 208060 333368 
02-05-2018_10-39-26 2803616 207688 333368 
02-05-2018_10-39-27 2803616 207316 333368 
02-05-2018_10-39-27 2803616 215824 333368 
02-05-2018_10-39-28 2803616 214936 333372 
02-05-2018_10-39-29 2803616 215060 333372 
02-05-2018_10-39-29 2803616 214812 333372 
02-05-2018_10-39-30 2803616 214436 333372 
02-05-2018_10-39-30 2803616 214828 333372 
02-05-2018_10-39-31 2803616 214704 333372 
02-05-2018_10-39-32 2803616 214128 333376 
02-05-2018_10-39-32 2803616 214044 333376 
02-05-2018_10-39-33 2803616 213244 333380 
02-05-2018_10-39-34 2803616 213196 333380 
02-05-2018_10-39-34 2803616 212984 333380 
02-05-2018_10-39-35 2803616 212736 333380 
02-05-2018_10-39-36 2803616 212240 333380 
02-05-2018_10-39-36 2803616 212612 333380 
02-05-2018_10-39-37 2803616 212736 333380 
02-05-2018_10-39-37 2803616 212484 333384 
02-05-2018_10-39-38 2803616 212236 333384 
02-05-2018_10-39-39 2803616 212360 333384 
02-05-2018_10-39-39 2803616 211740 333384 
02-05-2018_10-39-40 2803616 211368 333384 
02-05-2018_10-39-41 2803616 211368 333384 
02-05-2018_10-39-41 2803616 210732 333412 
02-05-2018_10-39-42 2803616 210360 333416 
02-05-2018_10-39-43 2803616 209864 333416 
02-05-2018_10-39-43 2803616 209616 333416 
02-05-2018_10-39-44 2803616 209492 333416 
02-05-2018_10-39-45 2803616 209244 333416 
02-05-2018_10-39-45 2803616 209120 333416 
02-05-2018_10-39-46 2803616 208996 333416 
02-05-2018_10-39-46 2803616 208624 333416 
02-05-2018_10-39-47 2803616 208112 333484 
02-05-2018_10-39-48 2803616 208112 333484 
02-05-2018_10-39-48 2803616 208360 333484 
02-05-2018_10-39-49 2803616 207740 333484 
02-05-2018_10-39-50 2803616 207228 333488 
02-05-2018_10-39-50 2803616 206964 333488 
02-05-2018_10-39-51 2803616 206948 333488 
02-05-2018_10-39-52 2803616 206440 333488 
02-05-2018_10-39-52 2803616 206312 333492 
02-05-2018_10-39-53 2803616 205692 333492 
02-05-2018_10-39-53 2803616 205816 333492 
02-05-2018_10-39-54 2803616 205820 333492 
02-05-2018_10-39-55 2803616 205428 333496 
02-05-2018_10-39-55 2803616 205428 333496 
02-05-2018_10-39-56 2803616 204932 333496 
02-05-2018_10-39-57 2803616 204932 333528 
02-05-2018_10-39-57 2803616 204188 333528 
02-05-2018_10-39-58 2803616 203444 333532 
02-05-2018_10-39-59 2803616 203888 333532 
02-05-2018_10-39-59 2803616 203568 333532 
02-05-2018_10-40-00 2803616 203164 333532 
02-05-2018_10-40-01 2803616 202668 333532 
02-05-2018_10-40-01 2803616 211240 333532 
02-05-2018_10-40-02 2803616 211984 333536 
02-05-2018_10-40-02 2803616 211756 333536 
02-05-2018_10-40-03 2803616 211720 333540 
02-05-2018_10-40-04 2803616 211188 333540 
02-05-2018_10-40-04 2803616 211260 333540 
02-05-2018_10-40-05 2803616 211108 333540 
02-05-2018_10-40-06 2803616 210260 333540 
02-05-2018_10-40-06 2803616 210384 333540 
02-05-2018_10-40-07 2803616 210224 333528 
02-05-2018_10-40-08 2803616 209584 333544 
02-05-2018_10-40-08 2803616 209088 333544 
02-05-2018_10-40-09 2803616 208840 333544 
02-05-2018_10-40-10 2803616 209204 333544 
02-05-2018_10-40-10 2803616 209064 333544 
02-05-2018_10-40-11 2803616 208884 333544 
02-05-2018_10-40-11 2803616 209108 333544 
02-05-2018_10-40-12 2803616 208020 333544 
02-05-2018_10-40-13 2803616 208144 333548 
02-05-2018_10-40-13 2803616 207772 333548 
02-05-2018_10-40-14 2803616 207400 333548 
02-05-2018_10-40-15 2803616 207276 333548 
02-05-2018_10-40-15 2803616 207276 333548 
02-05-2018_10-40-16 2803616 206976 333548 
02-05-2018_10-40-17 2803616 206656 333576 
02-05-2018_10-40-17 2803616 206036 333576 
02-05-2018_10-40-18 2803616 206036 333580 
02-05-2018_10-40-18 2803616 205292 333580 
02-05-2018_10-40-19 2803616 205028 333580 
02-05-2018_10-40-20 2803616 205152 333580 
02-05-2018_10-40-20 2803616 204780 333580 
02-05-2018_10-40-21 2803616 204408 333580 
02-05-2018_10-40-22 2803616 204780 333580 
02-05-2018_10-40-22 2803616 204356 333584 
02-05-2018_10-40-23 2803616 203272 333620 
02-05-2018_10-40-24 2803616 203644 333620 
02-05-2018_10-40-24 2803616 203024 333620 
02-05-2018_10-40-25 2803616 202776 333620 
02-05-2018_10-40-26 2803616 202776 333620 
02-05-2018_10-40-26 2803616 202528 333620 
02-05-2018_10-40-27 2803616 201908 333620 
02-05-2018_10-40-27 2803616 201536 333624 
02-05-2018_10-40-28 2803616 201412 333624 
02-05-2018_10-40-29 2803616 201040 333624 
02-05-2018_10-40-29 2803616 200792 333624 
02-05-2018_10-40-30 2803616 200544 333628 
02-05-2018_10-40-31 2803616 200296 333628 
02-05-2018_10-40-31 2803616 200420 333628 
02-05-2018_10-40-32 2803616 199656 333632 
02-05-2018_10-40-33 2803616 199284 333628 
02-05-2018_10-40-33 2803616 199480 333628 
02-05-2018_10-40-34 2803616 199160 333628 
02-05-2018_10-40-34 2803616 198788 333632 
02-05-2018_10-40-35 2803616 207080 333636 
02-05-2018_10-40-36 2803616 207612 333664 
02-05-2018_10-40-36 2803616 207540 333664 
02-05-2018_10-40-37 2803616 206728 333668 
02-05-2018_10-40-38 2803616 206144 333668 
02-05-2018_10-40-38 2803616 206132 333668 
02-05-2018_10-40-39 2803616 205924 333668 
02-05-2018_10-40-40 2803616 206500 333668 
02-05-2018_10-40-40 2803616 206172 333668 
02-05-2018_10-40-41 2803616 204628 333696 
02-05-2018_10-40-42 2803616 204256 333700 
02-05-2018_10-40-42 2803616 203868 333700 
02-05-2018_10-40-43 2803616 203620 333700 
02-05-2018_10-40-43 2803616 203496 333700 
02-05-2018_10-40-44 2803616 203000 333700 
02-05-2018_10-40-45 2803616 202980 333700 
02-05-2018_10-40-45 2803616 202476 333700 
02-05-2018_10-40-46 2803616 201980 333704 
02-05-2018_10-40-47 2803616 202228 333704 
02-05-2018_10-40-47 2803616 201624 333708 
02-05-2018_10-40-48 2803616 201500 333708 
02-05-2018_10-40-49 2803616 200900 333708 
02-05-2018_10-40-49 2803616 200616 333708 
02-05-2018_10-40-50 2803616 200812 333708 
02-05-2018_10-40-50 2803616 200740 333744 
02-05-2018_10-40-51 2803616 200616 333744 
02-05-2018_10-40-52 2803616 200120 333744 
02-05-2018_10-40-52 2803616 199624 333748 
02-05-2018_10-40-53 2803616 199252 333748 
02-05-2018_10-40-54 2803616 199748 333748 
02-05-2018_10-40-54 2803616 199376 333748 
02-05-2018_10-40-55 2803616 198936 333752 
02-05-2018_10-40-56 2803616 198616 333752 
02-05-2018_10-40-56 2803616 197872 333752 
02-05-2018_10-40-57 2803616 197732 333756 
