##DateTime MemTotal: MemFree: Cached: 
02-05-2018_10-40-58 2803616 197804 333756 
02-05-2018_10-40-58 2803616 197112 333756 
02-05-2018_10-40-59 2803616 196864 333756 
02-05-2018_10-40-59 2803616 196740 333756 
02-05-2018_10-41-00 2803616 196492 333756 
02-05-2018_10-41-01 2803616 196740 333788 
02-05-2018_10-41-01 2803616 196368 333792 
02-05-2018_10-41-02 2803616 195748 333792 
02-05-2018_10-41-03 2803616 195500 333792 
02-05-2018_10-41-03 2803616 195004 333792 
02-05-2018_10-41-04 2803616 194740 333792 
02-05-2018_10-41-05 2803616 194368 333792 
02-05-2018_10-41-05 2803616 194492 333792 
02-05-2018_10-41-06 2803616 194616 333796 
02-05-2018_10-41-06 2803616 194244 333796 
02-05-2018_10-41-07 2803616 193252 333796 
02-05-2018_10-41-08 2803616 193376 333800 
02-05-2018_10-41-08 2803616 192880 333800 
02-05-2018_10-41-09 2803616 201436 333800 
02-05-2018_10-41-10 2803616 201536 333800 
02-05-2018_10-41-10 2803616 201364 333832 
02-05-2018_10-41-11 2803616 201188 333832 
02-05-2018_10-41-12 2803616 201364 333832 
02-05-2018_10-41-12 2803616 201148 333832 
02-05-2018_10-41-13 2803616 201264 333832 
02-05-2018_10-41-13 2803616 200628 333832 
02-05-2018_10-41-14 2803616 200248 333836 
02-05-2018_10-41-15 2803616 200372 333836 
02-05-2018_10-41-15 2803616 200124 333868 
02-05-2018_10-41-16 2803616 199752 333868 
02-05-2018_10-41-17 2803616 199256 333872 
02-05-2018_10-41-17 2803616 198512 333872 
02-05-2018_10-41-18 2803616 198140 333872 
02-05-2018_10-41-19 2803616 198512 333872 
02-05-2018_10-41-19 2803616 198444 333876 
02-05-2018_10-41-20 2803616 197628 333876 
02-05-2018_10-41-21 2803616 197380 333876 
02-05-2018_10-41-21 2803616 197628 333876 
02-05-2018_10-41-22 2803616 197752 333876 
02-05-2018_10-41-22 2803616 197132 333876 
02-05-2018_10-41-23 2803616 196348 333876 
02-05-2018_10-41-24 2803616 196112 333880 
02-05-2018_10-41-24 2803616 195972 333880 
02-05-2018_10-41-25 2803616 195596 333880 
02-05-2018_10-41-26 2803616 195320 333884 
02-05-2018_10-41-26 2803616 195420 333884 
02-05-2018_10-41-27 2803616 194908 333888 
02-05-2018_10-41-28 2803616 194288 333888 
02-05-2018_10-41-28 2803616 193964 333916 
02-05-2018_10-41-29 2803616 194108 333916 
02-05-2018_10-41-29 2803616 193716 333916 
02-05-2018_10-41-30 2803616 193468 333916 
02-05-2018_10-41-31 2803616 193468 333920 
02-05-2018_10-41-31 2803616 193592 333920 
02-05-2018_10-41-32 2803616 192600 333920 
02-05-2018_10-41-33 2803616 191980 333920 
02-05-2018_10-41-33 2803616 192176 333920 
02-05-2018_10-41-34 2803616 192352 333920 
02-05-2018_10-41-35 2803616 191888 333948 
02-05-2018_10-41-35 2803616 191588 333948 
02-05-2018_10-41-36 2803616 191516 333952 
02-05-2018_10-41-37 2803616 191392 333952 
02-05-2018_10-41-37 2803616 190772 333952 
02-05-2018_10-41-38 2803616 190028 333952 
02-05-2018_10-41-38 2803616 190276 333952 
02-05-2018_10-41-39 2803616 190152 333952 
02-05-2018_10-41-40 2803616 189688 333956 
02-05-2018_10-41-40 2803616 189316 333956 
02-05-2018_10-41-41 2803616 188944 333964 
02-05-2018_10-41-42 2803616 189440 333964 
02-05-2018_10-41-42 2803616 197260 333964 
02-05-2018_10-41-43 2803616 197232 333964 
02-05-2018_10-41-44 2803616 197248 333964 
02-05-2018_10-41-44 2803616 196628 333964 
02-05-2018_10-41-45 2803616 196444 333996 
02-05-2018_10-41-46 2803616 196740 334000 
02-05-2018_10-41-46 2803616 196268 334000 
02-05-2018_10-41-47 2803616 196244 334000 
02-05-2018_10-41-47 2803616 195576 334000 
02-05-2018_10-41-48 2803616 195452 334000 
02-05-2018_10-41-49 2803616 195576 334000 
02-05-2018_10-41-49 2803616 195204 334000 
02-05-2018_10-41-50 2803616 194196 334004 
02-05-2018_10-41-51 2803616 194196 334004 
02-05-2018_10-41-51 2803616 194340 334004 
02-05-2018_10-41-52 2803616 193452 334020 
02-05-2018_10-41-53 2803616 193204 334004 
02-05-2018_10-41-53 2803616 192956 334008 
02-05-2018_10-41-54 2803616 191724 334016 
02-05-2018_10-41-54 2803616 191816 334024 
02-05-2018_10-41-55 2803616 191692 334024 
02-05-2018_10-41-56 2803616 191568 334024 
02-05-2018_10-41-56 2803616 191568 334024 
02-05-2018_10-41-57 2803616 190824 334024 
02-05-2018_10-41-58 2803616 190452 334024 
02-05-2018_10-41-58 2803616 190328 334024 
02-05-2018_10-41-59 2803616 190064 334028 
02-05-2018_10-42-00 2803616 190036 334060 
02-05-2018_10-42-00 2803616 189168 334060 
02-05-2018_10-42-01 2803616 189168 334060 
02-05-2018_10-42-02 2803616 189292 334060 
02-05-2018_10-42-02 2803616 188052 334060 
02-05-2018_10-42-03 2803616 187804 334060 
02-05-2018_10-42-03 2803616 188176 334064 
02-05-2018_10-42-04 2803616 187804 334064 
02-05-2018_10-42-05 2803616 187752 334064 
02-05-2018_10-42-05 2803616 187696 334064 
02-05-2018_10-42-06 2803616 187324 334064 
02-05-2018_10-42-07 2803616 187396 334064 
02-05-2018_10-42-07 2803616 186440 334064 
02-05-2018_10-42-08 2803616 186192 334068 
02-05-2018_10-42-09 2803616 186460 334068 
02-05-2018_10-42-09 2803616 186192 334100 
02-05-2018_10-42-10 2803616 186256 334128 
02-05-2018_10-42-10 2803616 185760 334132 
02-05-2018_10-42-11 2803616 185140 334132 
02-05-2018_10-42-12 2803616 185652 334132 
02-05-2018_10-42-12 2803616 184796 334136 
02-05-2018_10-42-13 2803616 184152 334336 
02-05-2018_10-42-14 2803616 183904 334336 
02-05-2018_10-42-14 2803616 183656 334336 
02-05-2018_10-42-15 2803616 183144 334336 
02-05-2018_10-42-16 2803616 182788 334336 
02-05-2018_10-42-16 2803616 191548 334336 
02-05-2018_10-42-17 2803616 191312 334256 
02-05-2018_10-42-18 2803616 190804 334344 
02-05-2018_10-42-18 2803616 190768 334376 
02-05-2018_10-42-19 2803616 191100 334376 
02-05-2018_10-42-19 2803616 190424 334380 
02-05-2018_10-42-20 2803616 190332 334380 
02-05-2018_10-42-21 2803616 190092 334380 
02-05-2018_10-42-21 2803616 190396 334380 
02-05-2018_10-42-22 2803616 189580 334380 
02-05-2018_10-42-23 2803616 189224 334380 
02-05-2018_10-42-23 2803616 188728 334384 
02-05-2018_10-42-24 2803616 188976 334384 
02-05-2018_10-42-25 2803616 188544 334384 
02-05-2018_10-42-25 2803616 188296 334384 
02-05-2018_10-42-26 2803616 187924 334388 
02-05-2018_10-42-26 2803616 187428 334388 
02-05-2018_10-42-27 2803616 186684 334392 
02-05-2018_10-42-28 2803616 186812 334392 
02-05-2018_10-42-28 2803616 186760 334392 
02-05-2018_10-42-29 2803616 186332 334392 
02-05-2018_10-42-30 2803616 185992 334420 
02-05-2018_10-42-30 2803616 185744 334420 
02-05-2018_10-42-31 2803616 185480 334424 
02-05-2018_10-42-32 2803616 185404 334424 
02-05-2018_10-42-32 2803616 184660 334424 
02-05-2018_10-42-33 2803616 184444 334424 
02-05-2018_10-42-34 2803616 184444 334428 
02-05-2018_10-42-34 2803616 183112 334428 
02-05-2018_10-42-35 2803616 184032 334428 
02-05-2018_10-42-35 2803616 183644 334428 
02-05-2018_10-42-36 2803616 183520 334428 
02-05-2018_10-42-37 2803616 182840 334428 
02-05-2018_10-42-37 2803616 182592 334432 
02-05-2018_10-42-38 2803616 182608 334432 
02-05-2018_10-42-39 2803616 182176 334432 
02-05-2018_10-42-39 2803616 181928 334432 
02-05-2018_10-42-40 2803616 181184 334436 
02-05-2018_10-42-41 2803616 181804 334436 
02-05-2018_10-42-41 2803616 181372 334468 
02-05-2018_10-42-42 2803616 180720 334468 
02-05-2018_10-42-43 2803616 180240 334468 
02-05-2018_10-42-43 2803616 179976 334468 
02-05-2018_10-42-44 2803616 179676 334472 
02-05-2018_10-42-44 2803616 179232 334476 
02-05-2018_10-42-45 2803616 179092 334476 
02-05-2018_10-42-46 2803616 179588 334476 
02-05-2018_10-42-46 2803616 179340 334476 
02-05-2018_10-42-47 2803616 178720 334476 
02-05-2018_10-42-48 2803616 177976 334476 
02-05-2018_10-42-48 2803616 178100 334476 
02-05-2018_10-42-49 2803616 178396 334512 
02-05-2018_10-42-50 2803616 177808 334512 
02-05-2018_10-42-50 2803616 186716 334512 
02-05-2018_10-42-51 2803616 186780 334512 
02-05-2018_10-42-51 2803616 186788 334512 
02-05-2018_10-42-52 2803616 185916 334512 
02-05-2018_10-42-53 2803616 185048 334512 
02-05-2018_10-42-53 2803616 185172 334516 
02-05-2018_10-42-54 2803616 184792 334516 
02-05-2018_10-42-55 2803616 185028 334520 
02-05-2018_10-42-55 2803616 184408 334520 
02-05-2018_10-42-56 2803616 184356 334520 
02-05-2018_10-42-57 2803616 183664 334520 
02-05-2018_10-42-57 2803616 183844 334520 
02-05-2018_10-42-58 2803616 183152 334520 
02-05-2018_10-42-59 2803616 182812 334552 
02-05-2018_10-42-59 2803616 182920 334556 
02-05-2018_10-43-00 2803616 182796 334556 
02-05-2018_10-43-00 2803616 182868 334556 
02-05-2018_10-43-01 2803616 182548 334556 
02-05-2018_10-43-02 2803616 182176 334556 
02-05-2018_10-43-02 2803616 181556 334556 
02-05-2018_10-43-03 2803616 181060 334556 
02-05-2018_10-43-04 2803616 181080 334560 
02-05-2018_10-43-04 2803616 180688 334560 
02-05-2018_10-43-05 2803616 180564 334560 
02-05-2018_10-43-06 2803616 181008 334560 
02-05-2018_10-43-06 2803616 181008 334560 
02-05-2018_10-43-07 2803616 180564 334560 
02-05-2018_10-43-07 2803616 179680 334560 
02-05-2018_10-43-08 2803616 179432 334564 
02-05-2018_10-43-09 2803616 178844 334596 
02-05-2018_10-43-09 2803616 178596 334596 
02-05-2018_10-43-10 2803616 178100 334596 
02-05-2018_10-43-11 2803616 178224 334596 
02-05-2018_10-43-11 2803616 178348 334596 
02-05-2018_10-43-12 2803616 177728 334596 
02-05-2018_10-43-13 2803616 177712 334596 
02-05-2018_10-43-13 2803616 177108 334600 
02-05-2018_10-43-14 2803616 176668 334600 
02-05-2018_10-43-15 2803616 176720 334656 
02-05-2018_10-43-15 2803616 176224 334656 
02-05-2018_10-43-16 2803616 176472 334656 
02-05-2018_10-43-16 2803616 176740 334656 
02-05-2018_10-43-17 2803616 175604 334660 
02-05-2018_10-43-18 2803616 175728 334664 
02-05-2018_10-43-18 2803616 175512 334696 
02-05-2018_10-43-19 2803616 175124 334696 
02-05-2018_10-43-20 2803616 175124 334696 
02-05-2018_10-43-20 2803616 174132 334696 
02-05-2018_10-43-21 2803616 173884 334696 
02-05-2018_10-43-22 2803616 174008 334696 
02-05-2018_10-43-22 2803616 174064 334696 
02-05-2018_10-43-23 2803616 173744 334700 
02-05-2018_10-43-24 2803616 173372 334700 
02-05-2018_10-43-24 2803616 182220 334700 
02-05-2018_10-43-25 2803616 183000 334728 
02-05-2018_10-43-25 2803616 183700 334728 
02-05-2018_10-43-26 2803616 183616 334728 
02-05-2018_10-43-27 2803616 184184 334728 
02-05-2018_10-43-27 2803616 184156 334732 
02-05-2018_10-43-28 2803616 184160 334732 
02-05-2018_10-43-29 2803616 184572 334732 
02-05-2018_10-43-29 2803616 184876 334732 
02-05-2018_10-43-30 2803616 184384 334760 
02-05-2018_10-43-31 2803616 185264 334760 
02-05-2018_10-43-31 2803616 186128 334760 
02-05-2018_10-43-32 2803616 186676 334764 
02-05-2018_10-43-33 2803616 185760 334764 
02-05-2018_10-43-33 2803616 186268 334764 
02-05-2018_10-43-34 2803616 186848 334764 
02-05-2018_10-43-34 2803616 187908 334764 
02-05-2018_10-43-35 2803616 187568 334768 
02-05-2018_10-43-36 2803616 187976 334768 
02-05-2018_10-43-36 2803616 187928 334768 
02-05-2018_10-43-37 2803616 187056 334772 
02-05-2018_10-43-38 2803616 187304 334772 
02-05-2018_10-43-38 2803616 186744 334772 
02-05-2018_10-43-39 2803616 187316 334772 
02-05-2018_10-43-40 2803616 188016 334772 
02-05-2018_10-43-40 2803616 188292 334772 
02-05-2018_10-43-41 2803616 189176 334772 
02-05-2018_10-43-41 2803616 189084 334776 
02-05-2018_10-43-42 2803616 188796 334780 
02-05-2018_10-43-43 2803616 189052 334780 
02-05-2018_10-43-43 2803616 189188 334780 
02-05-2018_10-43-44 2803616 189100 334780 
02-05-2018_10-43-45 2803616 188356 334780 
02-05-2018_10-43-45 2803616 188604 334780 
02-05-2018_10-43-46 2803616 188408 334780 
02-05-2018_10-43-47 2803616 187540 334784 
02-05-2018_10-43-47 2803616 201924 334784 
02-05-2018_10-43-48 2803616 202232 334816 
02-05-2018_10-43-49 2803616 202560 334816 
02-05-2018_10-43-49 2803616 201820 334816 
02-05-2018_10-43-50 2803616 202200 334820 
02-05-2018_10-43-50 2803616 202052 334820 
02-05-2018_10-43-51 2803616 201916 334824 
02-05-2018_10-43-52 2803616 201320 334824 
02-05-2018_10-43-52 2803616 200528 334824 
02-05-2018_10-43-53 2803616 200168 334824 
02-05-2018_10-43-54 2803616 199756 334824 
02-05-2018_10-43-54 2803616 199924 334824 
02-05-2018_10-43-55 2803616 198944 334828 
02-05-2018_10-43-56 2803616 199252 334828 
02-05-2018_10-43-56 2803616 199552 334828 
02-05-2018_10-43-57 2803616 199252 334828 
02-05-2018_10-43-57 2803616 209120 334832 
02-05-2018_10-43-58 2803616 218148 334860 
02-05-2018_10-43-59 2803616 218076 334860 
02-05-2018_10-43-59 2803616 217456 334860 
02-05-2018_10-44-00 2803616 217332 334860 
02-05-2018_10-44-01 2803616 217528 334860 
02-05-2018_10-44-01 2803616 217084 334860 
02-05-2018_10-44-02 2803616 216484 334860 
02-05-2018_10-44-03 2803616 216596 334864 
02-05-2018_10-44-03 2803616 216024 334900 
02-05-2018_10-44-04 2803616 215364 334896 
02-05-2018_10-44-05 2803616 215624 334900 
02-05-2018_10-44-05 2803616 215388 334900 
02-05-2018_10-44-06 2803616 215132 334900 
02-05-2018_10-44-06 2803616 214596 334900 
02-05-2018_10-44-07 2803616 213920 334900 
02-05-2018_10-44-08 2803616 213608 334904 
02-05-2018_10-44-08 2803616 213828 334904 
02-05-2018_10-44-09 2803616 213828 334904 
02-05-2018_10-44-10 2803616 213456 334904 
02-05-2018_10-44-10 2803616 213208 334908 
02-05-2018_10-44-11 2803616 212944 334908 
02-05-2018_10-44-12 2803616 213088 334908 
02-05-2018_10-44-12 2803616 213180 334908 
02-05-2018_10-44-13 2803616 212384 334908 
02-05-2018_10-44-13 2803616 212780 334912 
02-05-2018_10-44-14 2803616 212844 334912 
02-05-2018_10-44-15 2803616 212780 334912 
02-05-2018_10-44-15 2803616 212716 334912 
02-05-2018_10-44-16 2803616 211920 334912 
02-05-2018_10-44-17 2803616 211812 334912 
02-05-2018_10-44-17 2803616 211648 334940 
02-05-2018_10-44-18 2803616 211148 334944 
02-05-2018_10-44-19 2803616 211148 334944 
02-05-2018_10-44-19 2803616 210528 334944 
02-05-2018_10-44-20 2803616 210280 334944 
02-05-2018_10-44-21 2803616 210032 334948 
02-05-2018_10-44-21 2803616 210016 334948 
02-05-2018_10-44-22 2803616 210264 334948 
02-05-2018_10-44-22 2803616 209644 334948 
02-05-2018_10-44-23 2803616 208652 334952 
02-05-2018_10-44-24 2803616 208404 334952 
02-05-2018_10-44-24 2803616 208528 334952 
02-05-2018_10-44-25 2803616 207908 334952 
02-05-2018_10-44-26 2803616 208352 334952 
02-05-2018_10-44-26 2803616 207784 334952 
02-05-2018_10-44-27 2803616 208892 334952 
02-05-2018_10-44-28 2803616 208644 334988 
02-05-2018_10-44-28 2803616 208708 335020 
02-05-2018_10-44-29 2803616 208692 335020 
02-05-2018_10-44-29 2803616 208428 335020 
02-05-2018_10-44-30 2803616 208268 335020 
02-05-2018_10-44-31 2803616 208132 335020 
02-05-2018_10-44-31 2803616 216952 335020 
02-05-2018_10-44-32 2803616 216136 335024 
02-05-2018_10-44-33 2803616 215940 335024 
02-05-2018_10-44-33 2803616 215764 335024 
02-05-2018_10-44-34 2803616 215888 335024 
02-05-2018_10-44-35 2803616 215340 335024 
02-05-2018_10-44-35 2803616 215208 335024 
02-05-2018_10-44-36 2803616 215140 335024 
02-05-2018_10-44-37 2803616 214052 335848 
02-05-2018_10-44-37 2803616 213768 335876 
02-05-2018_10-44-38 2803616 213396 335876 
02-05-2018_10-44-38 2803616 213272 335876 
02-05-2018_10-44-39 2803616 212776 335876 
02-05-2018_10-44-40 2803616 212156 335876 
02-05-2018_10-44-40 2803616 212548 335880 
02-05-2018_10-44-41 2803616 212404 335880 
02-05-2018_10-44-42 2803616 212104 335880 
02-05-2018_10-44-42 2803616 211536 335880 
02-05-2018_10-44-43 2803616 211412 335880 
02-05-2018_10-44-44 2803616 210792 335880 
02-05-2018_10-44-44 2803616 210528 335880 
02-05-2018_10-44-45 2803616 210900 335880 
02-05-2018_10-44-45 2803616 210528 335884 
02-05-2018_10-44-46 2803616 210032 335884 
02-05-2018_10-44-47 2803616 210376 335916 
02-05-2018_10-44-47 2803616 212588 335916 
02-05-2018_10-44-48 2803616 212636 335916 
02-05-2018_10-44-49 2803616 212316 335916 
02-05-2018_10-44-49 2803616 211788 335920 
02-05-2018_10-44-50 2803616 211588 335920 
02-05-2018_10-44-51 2803616 211464 335920 
02-05-2018_10-44-51 2803616 210936 335920 
02-05-2018_10-44-52 2803616 211304 335936 
02-05-2018_10-44-53 2803616 210932 335920 
02-05-2018_10-44-53 2803616 210312 335924 
02-05-2018_10-44-54 2803616 210384 335924 
02-05-2018_10-44-54 2803616 209940 335928 
02-05-2018_10-44-55 2803616 210096 335928 
02-05-2018_10-44-56 2803616 209972 335932 
02-05-2018_10-44-56 2803616 209600 335932 
02-05-2018_10-44-57 2803616 208608 335932 
02-05-2018_10-44-58 2803616 208484 335932 
02-05-2018_10-44-58 2803616 208432 335932 
02-05-2018_10-44-59 2803616 208236 335932 
02-05-2018_10-45-00 2803616 208360 335932 
02-05-2018_10-45-00 2803616 207848 335936 
02-05-2018_10-45-01 2803616 207352 335936 
02-05-2018_10-45-01 2803616 207248 335968 
02-05-2018_10-45-02 2803616 206484 335968 
02-05-2018_10-45-03 2803616 205988 335968 
02-05-2018_10-45-03 2803616 206112 335968 
02-05-2018_10-45-04 2803616 205740 335968 
02-05-2018_10-45-05 2803616 205740 335972 
02-05-2018_10-45-05 2803616 213924 335972 
02-05-2018_10-45-06 2803616 213552 335972 
02-05-2018_10-45-07 2803616 213676 335972 
02-05-2018_10-45-07 2803616 213308 335972 
02-05-2018_10-45-08 2803616 212984 335976 
02-05-2018_10-45-09 2803616 212512 335976 
02-05-2018_10-45-09 2803616 212928 335980 
02-05-2018_10-45-10 2803616 212888 335980 
02-05-2018_10-45-10 2803616 212692 335980 
02-05-2018_10-45-11 2803616 212072 336008 
02-05-2018_10-45-12 2803616 211988 336008 
02-05-2018_10-45-12 2803616 211912 336012 
02-05-2018_10-45-13 2803616 210424 336012 
02-05-2018_10-45-14 2803616 210540 336016 
02-05-2018_10-45-14 2803616 210388 336016 
02-05-2018_10-45-15 2803616 210512 336016 
02-05-2018_10-45-16 2803616 210512 336016 
02-05-2018_10-45-16 2803616 210336 336016 
02-05-2018_10-45-17 2803616 209768 336016 
02-05-2018_10-45-17 2803616 208776 336016 
02-05-2018_10-45-18 2803616 208528 336020 
02-05-2018_10-45-19 2803616 208528 336020 
02-05-2018_10-45-19 2803616 208352 336020 
02-05-2018_10-45-20 2803616 208476 336020 
02-05-2018_10-45-21 2803616 207536 336020 
02-05-2018_10-45-21 2803616 207660 336020 
02-05-2018_10-45-22 2803616 207536 336020 
02-05-2018_10-45-23 2803616 207656 336024 
02-05-2018_10-45-23 2803616 207004 336024 
02-05-2018_10-45-24 2803616 205980 336024 
02-05-2018_10-45-25 2803616 206508 336160 
02-05-2018_10-45-25 2803616 204504 336364 
02-05-2018_10-45-26 2803616 204060 336368 
02-05-2018_10-45-26 2803616 203936 336368 
02-05-2018_10-45-27 2803616 203300 336368 
02-05-2018_10-45-28 2803616 203124 336368 
02-05-2018_10-45-28 2803616 202432 336368 
02-05-2018_10-45-29 2803616 202308 336372 
02-05-2018_10-45-30 2803616 202080 336376 
02-05-2018_10-45-30 2803616 202060 336376 
02-05-2018_10-45-31 2803616 201936 336376 
02-05-2018_10-45-32 2803616 201936 336376 
02-05-2018_10-45-32 2803616 201440 336376 
02-05-2018_10-45-33 2803616 200696 336380 
02-05-2018_10-45-33 2803616 200696 336380 
02-05-2018_10-45-34 2803616 200200 336380 
02-05-2018_10-45-35 2803616 200528 336412 
02-05-2018_10-45-35 2803616 200184 336416 
02-05-2018_10-45-36 2803616 200008 336416 
02-05-2018_10-45-37 2803616 198572 337032 
02-05-2018_10-45-37 2803616 197952 337032 
02-05-2018_10-45-38 2803616 197704 337032 
02-05-2018_10-45-39 2803616 197704 337032 
02-05-2018_10-45-39 2803616 206384 337036 
02-05-2018_10-45-40 2803616 206492 337036 
02-05-2018_10-45-41 2803616 206240 337036 
02-05-2018_10-45-41 2803616 206168 337100 
02-05-2018_10-45-42 2803616 205592 337876 
02-05-2018_10-45-42 2803616 204456 337876 
02-05-2018_10-45-43 2803616 203924 337876 
02-05-2018_10-45-44 2803616 203844 337880 
02-05-2018_10-45-44 2803616 203584 337880 
02-05-2018_10-45-45 2803616 202840 337880 
02-05-2018_10-45-46 2803616 203284 337880 
02-05-2018_10-45-46 2803616 203212 337880 
02-05-2018_10-45-47 2803616 202592 337880 
02-05-2018_10-45-48 2803616 202416 337880 
02-05-2018_10-45-48 2803616 201972 337884 
02-05-2018_10-45-49 2803616 202612 337884 
02-05-2018_10-45-49 2803616 201212 337884 
02-05-2018_10-45-50 2803616 201212 337884 
02-05-2018_10-45-51 2803616 201492 337884 
02-05-2018_10-45-51 2803616 201120 337884 
02-05-2018_10-45-52 2803616 200872 337884 
02-05-2018_10-45-53 2803616 200252 337888 
02-05-2018_10-45-53 2803616 199880 337892 
02-05-2018_10-45-54 2803616 199632 337892 
02-05-2018_10-45-55 2803616 199456 337896 
02-05-2018_10-45-55 2803616 199136 337896 
02-05-2018_10-45-56 2803616 199136 337896 
02-05-2018_10-45-57 2803616 199508 337896 
02-05-2018_10-45-57 2803616 198588 337896 
02-05-2018_10-45-58 2803616 197772 337896 
02-05-2018_10-45-58 2803616 198020 337900 
02-05-2018_10-45-59 2803616 197508 337900 
02-05-2018_10-46-00 2803616 197260 337900 
02-05-2018_10-46-00 2803616 197260 337900 
02-05-2018_10-46-01 2803616 196888 337932 
02-05-2018_10-46-02 2803616 196640 337936 
02-05-2018_10-46-02 2803616 196020 337936 
02-05-2018_10-46-03 2803616 195648 337936 
02-05-2018_10-46-04 2803616 195276 337936 
02-05-2018_10-46-04 2803616 195720 337936 
02-05-2018_10-46-05 2803616 195472 337936 
02-05-2018_10-46-05 2803616 194904 337936 
02-05-2018_10-46-06 2803616 194960 337940 
02-05-2018_10-46-07 2803616 194888 337940 
02-05-2018_10-46-07 2803616 194392 337940 
02-05-2018_10-46-08 2803616 193772 337944 
02-05-2018_10-46-09 2803616 194020 337944 
02-05-2018_10-46-09 2803616 193400 337944 
02-05-2018_10-46-10 2803616 193648 337944 
02-05-2018_10-46-11 2803616 193256 337976 
02-05-2018_10-46-11 2803616 192812 337976 
02-05-2018_10-46-12 2803616 192688 337948 
02-05-2018_10-46-13 2803616 200836 337976 
02-05-2018_10-46-13 2803616 201076 337976 
02-05-2018_10-46-14 2803616 201016 337980 
02-05-2018_10-46-14 2803616 200692 337980 
02-05-2018_10-46-15 2803616 200180 337980 
02-05-2018_10-46-16 2803616 199752 337980 
02-05-2018_10-46-16 2803616 199628 337980 
02-05-2018_10-46-17 2803616 198832 337980 
02-05-2018_10-46-18 2803616 198708 337984 
02-05-2018_10-46-18 2803616 199080 337984 
02-05-2018_10-46-19 2803616 201376 338140 
02-05-2018_10-46-20 2803616 200256 338244 
02-05-2018_10-46-20 2803616 195284 339316 
02-05-2018_10-46-21 2803616 194624 339344 
02-05-2018_10-46-21 2803616 181688 348080 
02-05-2018_10-46-22 2803616 164032 354972 
02-05-2018_10-46-23 2803616 160344 363228 
02-05-2018_10-46-23 2803616 160608 363256 
02-05-2018_10-46-24 2803616 162172 363312 
02-05-2018_10-46-25 2803616 168852 363512 
02-05-2018_10-46-25 2803616 141980 364908 
02-05-2018_10-46-26 2803616 138468 364948 
02-05-2018_10-46-26 2803616 138276 364952 
02-05-2018_10-46-27 2803616 138692 365044 
02-05-2018_10-46-28 2803616 147340 365020 
02-05-2018_10-46-28 2803616 134980 366764 
02-05-2018_10-46-29 2803616 123380 373084 
02-05-2018_10-46-30 2803616 93832 373260 
02-05-2018_10-46-30 2803616 92404 373360 
02-05-2018_10-46-31 2803616 108424 373604 
02-05-2018_10-46-31 2803616 77968 399804 
02-05-2018_10-46-32 2803616 44956 417464 
02-05-2018_10-46-33 2803616 36724 416260 
02-05-2018_10-46-33 2803616 35756 397464 
02-05-2018_10-46-34 2803616 36304 370640 
02-05-2018_10-46-35 2803616 37716 367580 
02-05-2018_10-46-35 2803616 39348 363196 
02-05-2018_10-46-36 2803616 35996 365352 
02-05-2018_10-46-37 2803616 38152 355740 
02-05-2018_10-46-37 2803616 45828 354704 
02-05-2018_10-46-38 2803616 42944 356216 
02-05-2018_10-46-39 2803616 46456 347548 
02-05-2018_10-46-39 2803616 42720 344248 
02-05-2018_10-46-40 2803616 40744 349800 
02-05-2018_10-46-41 2803616 41220 357992 
02-05-2018_10-46-41 2803616 37308 325932 
02-05-2018_10-46-42 2803616 36516 324940 
02-05-2018_10-46-42 2803616 37644 312544 
02-05-2018_10-46-43 2803616 49376 313296 
02-05-2018_10-46-44 2803616 53344 313360 
02-05-2018_10-46-44 2803616 52824 313368 
02-05-2018_10-46-45 2803616 37664 316376 
02-05-2018_10-46-46 2803616 34656 308608 
02-05-2018_10-46-46 2803616 61740 275700 
02-05-2018_10-46-47 2803616 35608 279732 
02-05-2018_10-46-48 2803616 41340 255444 
02-05-2018_10-46-49 2803616 37228 221624 
02-05-2018_10-46-49 2803616 138240 210604 
02-05-2018_10-46-50 2803616 266264 224280 
02-05-2018_10-46-51 2803616 234776 227908 
02-05-2018_10-46-51 2803616 206792 230212 
02-05-2018_10-46-52 2803616 185952 230216 
02-05-2018_10-46-53 2803616 158624 230984 
02-05-2018_10-46-53 2803616 219708 233680 
02-05-2018_10-46-54 2803616 241544 237432 
02-05-2018_10-46-55 2803616 221152 254616 
02-05-2018_10-46-55 2803616 209228 260356 
02-05-2018_10-46-56 2803616 207620 260964 
02-05-2018_10-46-56 2803616 208192 261032 
02-05-2018_10-46-57 2803616 208512 261132 
02-05-2018_10-46-58 2803616 208980 261156 
02-05-2018_10-46-58 2803616 210096 261160 
02-05-2018_10-46-59 2803616 210884 261220 
02-05-2018_10-47-00 2803616 210008 262304 
02-05-2018_10-47-00 2803616 210272 262912 
02-05-2018_10-47-01 2803616 210752 262948 
02-05-2018_10-47-01 2803616 211464 262952 
02-05-2018_10-47-02 2803616 213584 262956 
02-05-2018_10-47-03 2803616 214252 262960 
02-05-2018_10-47-03 2803616 213268 262960 
02-05-2018_10-47-04 2803616 213548 262964 
02-05-2018_10-47-05 2803616 213380 262964 
02-05-2018_10-47-05 2803616 213400 262968 
02-05-2018_10-47-06 2803616 212472 263032 
02-05-2018_10-47-06 2803616 212516 263032 
02-05-2018_10-47-07 2803616 212396 263032 
02-05-2018_10-47-08 2803616 212024 263068 
02-05-2018_10-47-08 2803616 211660 263196 
02-05-2018_10-47-09 2803616 211332 263188 
02-05-2018_10-47-10 2803616 209328 263656 
